Dates,Year,Week,Top 10 Gross,%¡À LW,Overall Gross,%¡À LW.1,Releases,#1 Release,link,lYear,lWeek,lTop 10 Gross,lOverall,lTop,lGross,lTGross,lWeeks,wT10Gross,wOverallGross,wRelease
Oct 2-4,2015,40,139834346,11.30%,149774721,8.70%,124,The Martian,/weekend/2015W40/?ref_=bo_wey_table_16,2015,39,125667878,137820669,Hotel Transylvania 2,48464322,48464322,1,119561053.375,132403535.3125,110.1875
Sep 25-27,2015,39,125667878,30.70%,137820669,22.20%,118,Hotel Transylvania 2,/weekend/2015W39/?ref_=bo_wey_table_17,2015,38,96138932,112827167,Maze Runner: The Scorch Trials,30316510,30316510,1,91542753.0,105592491.41666669,128.25
Sep 18-20,2015,38,96138932,17.80%,112827167,10.10%,114,Maze Runner: The Scorch Trials,/weekend/2015W38/?ref_=bo_wey_table_18,2015,37,81621359,102512365,The Perfect Guy,25888154,25888154,1,86914069.66666667,102326128.08333331,127.83333333333331
Sep 11-13,2015,37,81621359,36%,102512365,13.20%,110,The Perfect Guy,/weekend/2015W37/?ref_=bo_wey_table_19,2015,36,78105044,116912740,War Room,13388558,28702016,1,81451524.66666667,99568524.66666669,125.58333333333331
Sep 4-7Labor Day wknd,2015,36,78105044,-27.10%,116912740,-17.30%,85,War Room,/weekend/2015W36/occasion/us_laborday_weekend/?ref_=bo_wey_table_20,2015,35,63160916,87836416,Straight Outta Compton,13133560,134019735,3,79852053.5625,105529132.125,113.125
Aug 28-30,2015,35,63160916,-26%,87836416,-17.60%,96,Straight Outta Compton,/weekend/2015W35/?ref_=bo_wey_table_22,2015,34,85356247,106631353,Straight Outta Compton,26364020,111087490,2,83528402.8,115279308.05,109.8
Aug 21-23,2015,34,85356247,-34.20%,106631353,-28%,94,Straight Outta Compton,/weekend/2015W34/?ref_=bo_wey_table_23,2015,33,129704209,148106885,Straight Outta Compton,60200180,60200180,1,86155898.91666667,108205408.83333331,114.25
Aug 14-16,2015,33,129704209,14.50%,148106885,12.30%,98,Straight Outta Compton,/weekend/2015W33/?ref_=bo_wey_table_24,2015,32,113252833,131916514,Mission: Impossible - Rogue Nation,28502372,107756579,2,115311023.75,135326532.33333334,112.91666666666669
Aug 7-9,2015,32,113252833,-16.80%,131916514,-9.80%,94,Mission: Impossible - Rogue Nation,/weekend/2015W32/?ref_=bo_wey_table_25,2015,31,136167805,146282363,Mission: Impossible - Rogue Nation,55520089,55520089,1,133108853.25,150177606.16666666,109.83333333333331
Jul 31-Aug 2,2015,31,136167805,-1.50%,146282363,-3.10%,95,Mission: Impossible - Rogue Nation,/weekend/2015W31/?ref_=bo_wey_table_26,2015,30,138254037,151040028,Ant-Man,24909332,106219861,2,134064684.33333331,149076426.08333334,108.58333333333331
Jul 24-26,2015,30,138254037,-22.50%,151040028,-22.10%,100,Ant-Man,/weekend/2015W30/?ref_=bo_wey_table_27,2015,29,178494977,193925542,Ant-Man,57225526,57225526,1,148763158.08333334,162250811.58333334,109.91666666666669
Jul 17-19,2015,29,178494977,-12%,193925542,-9.80%,100,Ant-Man,/weekend/2015W29/?ref_=bo_wey_table_28,2015,28,202943834,215076951,Minions,115718405,115718405,1,182475369.5833333,195040168.16666663,108.0
Jul 10-12,2015,28,202943834,59.80%,215076951,58.90%,103,Minions,/weekend/2015W28/?ref_=bo_wey_table_29,2015,27,127004488,135328419,Inside Out,29771224,245891395,3,166993485.33333334,179117028.41666666,110.0
Jul 3-5,2015,27,127004488,-27%,135328419,-26.50%,88,Inside Out,/weekend/2015W27/?ref_=bo_wey_table_30,2015,26,174073731,184087635,Jurassic World,54532615,500373390,3,174799565.14285713,186610260.7142857,101.5
Jun 26-28,2015,26,174073731,-27.10%,184087635,-25.80%,101,Jurassic World,/weekend/2015W26/?ref_=bo_wey_table_31,2015,25,238740396,248039944,Jurassic World,106588440,402800065,2,179093226.14285713,192114475.2857143,106.21428571428572
Jun 19-21,2015,25,238740396,-10.30%,248039944,-9.40%,90,Jurassic World,/weekend/2015W25/?ref_=bo_wey_table_32,2015,24,266035144,273785662,Jurassic World,208806270,208806270,1,183005245.3333333,193777360.25,109.0
Jun 12-14,2015,24,266035144,116.70%,273785662,106.20%,88,Jurassic World,/weekend/2015W24/?ref_=bo_wey_table_33,2015,23,122790825,132771309,Spy,29085719,29085719,1,170617422.83333334,180717244.41666663,110.5
Jun 5-7,2015,23,122790825,-6.40%,132771309,-4.10%,89,Spy,/weekend/2015W23/?ref_=bo_wey_table_34,2015,22,131136807,138472506,San Andreas,54588173,54588173,1,141521272.91666666,149983262.5,110.75
May 29-31,2015,22,131136807,-9.30%,138472506,-10.10%,83,San Andreas,/weekend/2015W22/?ref_=bo_wey_table_35,2015,21,182887788,194717763,Tomorrowland,42679200,42679200,1,155722830.2857143,163468887.57142857,109.0
May 22-25Memorial Day wknd,2015,21,182887788,-15.60%,194717763,-16.10%,81,Tomorrowland,/weekend/2015W21/occasion/us_memorialday_weekend/?ref_=bo_wey_table_37,2015,20,175540242,184554442,Pitch Perfect 2,69216890,69216890,1,190812263.0909091,200275911.4090909,106.95454545454544
May 15-17,2015,20,175540242,46.70%,184554442,40.50%,93,Pitch Perfect 2,/weekend/2015W20/?ref_=bo_wey_table_38,2015,19,119640318,131347747,Avengers: Age of Ultron,77746929,313402397,2,145121413.0,154218433.5,116.33333333333331
May 8-10,2015,19,119640318,-46.60%,131347747,-43.60%,97,Avengers: Age of Ultron,/weekend/2015W19/?ref_=bo_wey_table_39,2015,18,223967813,232873431,Avengers: Age of Ultron,191271109,191271109,1,145570531.16666666,156305886.66666666,118.58333333333331
May 1-3,2015,18,223967813,179.50%,232873431,139.10%,102,Avengers: Age of Ultron,/weekend/2015W18/?ref_=bo_wey_table_40,2015,17,80145066,97392898,Furious 7,17821440,320081575,4,165862059.58333334,176843492.41666666,117.58333333333331
Apr 24-26,2015,17,80145066,-26.20%,97392898,-18.70%,117,Furious 7,/weekend/2015W17/?ref_=bo_wey_table_41,2015,16,108634824,119720998,Furious 7,29156595,294510675,3,137268690.41666666,152115054.33333334,120.5
Apr 17-19,2015,16,108634824,-12%,119720998,-9%,111,Furious 7,/weekend/2015W16/?ref_=bo_wey_table_42,2015,15,123487605,131496504,Furious 7,59585930,251516400,2,110617216.86666666,126178234.8,107.6
Apr 10-12,2015,15,123487605,-43%,131496504,-41.40%,103,Furious 7,/weekend/2015W15/?ref_=bo_wey_table_43,2015,14,240859409,247143426,Furious 7,161202390,161202390,1,120117122.42857143,132811945.5,105.35714285714286
Apr 3-6Easter wknd,2015,14,240859409,87.30%,247143426,71%,45,Furious 7,/weekend/2015W14/occasion/easter_weekend/?ref_=bo_wey_table_44,2015,13,139905374,150316547,Home,52107731,52107731,1,144115983.0,155905612.33333334,101.33333333333331
Mar 27-29,2015,13,139905374,19.20%,150316547,14.80%,98,Home,/weekend/2015W13/?ref_=bo_wey_table_46,2015,12,117323618,130961022,Insurgent,52263680,52263680,1,146184773.73333332,159291299.6,101.13333333333334
Mar 20-22,2015,12,117323618,1.50%,130961022,-0.50%,97,Insurgent,/weekend/2015W12/?ref_=bo_wey_table_47,2015,11,115580190,131677520,Cinderella,67877361,67877361,1,126389274.23076925,140871121.69230768,109.0
Mar 13-15,2015,11,115580190,60%,131677520,47.30%,94,Cinderella,/weekend/2015W11/?ref_=bo_wey_table_48,2015,10,72251925,89415791,Chappie,13346782,13346782,1,119224647.16666669,134725146.91666666,110.75
Mar 6-8,2015,10,72251925,-19.20%,89415791,-16.30%,94,Chappie,/weekend/2015W10/?ref_=bo_wey_table_49,2015,9,89378196,106785872,Focus,18685137,18685137,1,127718984.25,144766037.66666666,110.16666666666669
Feb 27-Mar 1,2015,9,89378196,-13.90%,106785872,-10.10%,98,Focus,/weekend/2015W09/?ref_=bo_wey_table_50,2015,8,103802091,118837843,Fifty Shades of Grey,22259030,129161540,2,107330506.75,128180072.83333331,107.16666666666669
Feb 20-22,2015,8,103802091,-47.10%,118837843,-44.50%,90,Fifty Shades of Grey,/weekend/2015W08/?ref_=bo_wey_table_51,2015,7,226114046,247208470,Fifty Shades of Grey,93010350,93010350,1,109227960.33333331,129538191.08333331,101.75
Feb 13-16Presidents' Day wknd,2015,7,226114046,24.10%,247208470,18.40%,75,Fifty Shades of Grey,/weekend/2015W07/occasion/us_presidentsday_weekend/?ref_=bo_wey_table_52,2015,6,132753774,152017118,The SpongeBob Movie: Sponge Out of Water,55365012,55365012,1,172818117.95833334,197978896.2083333,93.54166666666669
Feb 6-8,2015,6,132753774,65.80%,152017118,48.60%,95,The SpongeBob Movie: Sponge Out of Water,/weekend/2015W06/?ref_=bo_wey_table_54,2015,5,80089127,102289935,American Sniper,30660528,247752541,6,116846154.83333331,139394977.08333334,101.16666666666669
Jan 30-Feb 1,2015,5,80089127,-41.30%,102289935,-35.90%,95,American Sniper,/weekend/2015W05/?ref_=bo_wey_table_55,2015,4,136480820,159469503,American Sniper,64628304,200400417,5,81159020.0,105663109.41666669,98.58333333333331
Jan 23-25,2015,4,136480820,-23.70%,159469503,-21.50%,93,American Sniper,/weekend/2015W04/?ref_=bo_wey_table_56,2015,3,220660699,250809036,American Sniper,107211457,110636235,1,101773826.66666669,131358061.16666669,95.5
Jan 16-19MLK wknd,2015,3,220660699,24.40%,250809036,17.60%,71,American Sniper,/weekend/2015W03/occasion/us_mlkday_weekend/?ref_=bo_wey_table_58,2015,2,104708370,126281581,Taken 3,39201657,39201657,1,144106715.15,173497607.55,85.9
Jan 9-11,2015,2,104708370,-16.80%,126281581,-18.60%,87,Taken 3,/weekend/2015W02/?ref_=bo_wey_table_59,2015,1,125851864,155083722,The Hobbit: The Battle of the Five Armies,21732090,220602017,3,122621792.8125,149859356.3125,88.1875
Jan 2-4,2015,1,125851864,-29.50%,155083722,-26%,89,The Hobbit: The Battle of the Five Armies,/weekend/2015W01/?ref_=bo_wey_table_60,2014,52,178499687,209570080,The Hobbit: The Battle of the Five Armies,40921395,168017513,2,132775766.41666669,155875732.66666666,88.75
Dec 26-28,2014,52,178499687,46.20%,209570080,55.10%,83,The Hobbit: The Battle of the Five Armies,/weekend/2014W52/?ref_=bo_wey_table_1,2014,51,122059385,135107375,The Hobbit: The Battle of the Five Armies,54724334,89131544,1,196334086.94117647,222615748.0,76.29411764705883
Dec 19-21,2014,51,122059385,65.40%,135107375,60.80%,78,The Hobbit: The Battle of the Five Armies,/weekend/2014W51/?ref_=bo_wey_table_2,2014,50,73808138,84013268,Exodus: Gods and Kings,24115934,24115934,1,164322845.4,180913443.46666667,81.2
Dec 12-14,2014,50,73808138,8.40%,84013268,7.50%,100,Exodus: Gods and Kings,/weekend/2014W50/?ref_=bo_wey_table_3,2014,49,68103918,78180686,The Hunger Games: Mockingjay - Part 1,22026762,258153593,3,108613725.63636364,120640989.54545456,102.63636363636364
Dec 5-7,2014,49,68103918,-55.20%,78180686,-52.30%,96,The Hunger Games: Mockingjay - Part 1,/weekend/2014W49/?ref_=bo_wey_table_4,2014,48,214781730,226978340,The Hunger Games: Mockingjay - Part 1,82673099,225680904,1,77289676.66666667,88695051.61111109,109.44444444444444
Nov 26-30Thanksgiving 5-Day,2014,48,214781730,-20%,226978340,-22.30%,52,The Hunger Games: Mockingjay - Part 1,/weekend/2014W47/occasion/us_thanksgiving_5/?ref_=bo_wey_table_7,2014,47,184467355,194683879,The Hunger Games: Mockingjay - Part 1,121897634,121897634,1,171499002.80555555,185343632.11111107,83.6111111111111
Nov 21-23,2014,47,184467355,46.70%,194683879,38.50%,97,The Hunger Games: Mockingjay - Part 1,/weekend/2014W47/?ref_=bo_wey_table_8,2014,46,125728488,140548635,Dumb and Dumber To,36111775,36111775,1,202695349.6086957,214789448.3478261,89.7391304347826
Nov 14-16,2014,46,125728488,-11.90%,140548635,-10.50%,108,Dumb and Dumber To,/weekend/2014W46/?ref_=bo_wey_table_9,2014,45,142643895,157108227,Big Hero 6,56215889,56215889,1,150439485.8181818,162818344.45454547,116.63636363636364
Nov 7-9,2014,45,142643895,90.60%,157108227,65.40%,121,Big Hero 6,/weekend/2014W45/?ref_=bo_wey_table_10,2014,44,74843496,94999696,Ouija,10740980,34803950,2,142606271.54545453,156661743.36363637,121.72727272727272
Oct 31-Nov 2,2014,44,74843496,-22.90%,94999696,-18.10%,120,Ouija,/weekend/2014W44/?ref_=bo_wey_table_11,2014,43,97071579,116024797,Ouija,19875995,19875995,1,96893133.45454544,112459731.63636364,123.9090909090909
Oct 24-26,2014,43,97071579,-15.80%,116024797,-12%,122,Ouija,/weekend/2014W43/?ref_=bo_wey_table_12,2014,42,115233422,131793399,Fury,23702421,23702421,1,94296281.1818182,109963444.72727272,124.63636363636364
Oct 17-19,2014,42,115233422,-12.30%,131793399,-10.60%,117,Fury,/weekend/2014W42/?ref_=bo_wey_table_13,2014,41,150009908,166940703,Gone Girl,30359347,81840537,1,108711994.16666669,123144908.41666669,124.58333333333331
Oct 10-13Columbus Day wknd,2014,41,150009908,25.80%,166940703,27%,63,Gone Girl,/weekend/2014W41/occasion/us_columbusday_weekend/?ref_=bo_wey_table_15,2014,40,136249161,149452204,Gone Girl,37513109,37513109,1,107863677.45,121973098.7,97.6
Oct 3-5,2014,40,136249161,42%,149452204,38.80%,123,Gone Girl,/weekend/2014W40/?ref_=bo_wey_table_16,2014,39,95966661,107678203,The Equalizer,34137828,34137828,1,119561053.375,132403535.3125,110.1875
Sep 26-28,2014,39,95966661,6.60%,107678203,4.30%,131,The Equalizer,/weekend/2014W39/?ref_=bo_wey_table_17,2014,38,90003667,103238746,The Maze Runner,32512804,32512804,1,91542753.0,105592491.41666669,128.25
Sep 19-21,2014,38,90003667,22.80%,103238746,12.90%,124,The Maze Runner,/weekend/2014W38/?ref_=bo_wey_table_18,2014,37,73297493,91402770,No Good Deed,24250283,24250283,1,86914069.66666667,102326128.08333331,127.83333333333331
Sep 12-14,2014,37,73297493,52.40%,91402770,38.10%,122,No Good Deed,/weekend/2014W37/?ref_=bo_wey_table_19,2014,36,48083368,66163578,Guardians of the Galaxy,10357345,294765199,6,81451524.66666667,99568524.66666669,125.58333333333331
Sep 5-7,2014,36,48083368,-41.90%,66163578,-39.60%,120,Guardians of the Galaxy,/weekend/2014W36/?ref_=bo_wey_table_20,2014,35,107180218,141284370,Guardians of the Galaxy,22906851,281204119,1,79852053.5625,105529132.125,113.125
Aug 29-Sep 1Labor Day wknd,2014,35,107180218,-2.60%,141284370,-12.90%,94,Guardians of the Galaxy,/weekend/2014W35/occasion/us_laborday_weekend/?ref_=bo_wey_table_22,2014,34,97178514,114968447,Guardians of the Galaxy,17202212,251456069,4,83528402.8,115279308.05,109.8
Aug 22-24,2014,34,97178514,-22.20%,114968447,-19.50%,104,Guardians of the Galaxy,/weekend/2014W34/?ref_=bo_wey_table_23,2014,33,124986010,142851832,Teenage Mutant Ninja Turtles,28523147,117765383,2,86155898.91666667,108205408.83333331,114.25
Aug 15-17,2014,33,124986010,-26.40%,142851832,-23.30%,105,Teenage Mutant Ninja Turtles,/weekend/2014W33/?ref_=bo_wey_table_24,2014,32,169712505,186257061,Teenage Mutant Ninja Turtles,65575105,65575105,1,115311023.75,135326532.33333334,112.91666666666669
Aug 8-10,2014,32,169712505,1.10%,186257061,-,115,Teenage Mutant Ninja Turtles,/weekend/2014W32/?ref_=bo_wey_table_25,2014,31,167783615,186409629,Guardians of the Galaxy,94320883,94320883,1,133108853.25,150177606.16666666,109.83333333333331
Aug 1-3,2014,31,167783615,27.10%,186409629,20.40%,109,Guardians of the Galaxy,/weekend/2014W31/?ref_=bo_wey_table_26,2014,30,132017659,154787126,Lucy,43899340,43899340,1,134064684.33333331,149076426.08333334,108.58333333333331
Jul 25-27,2014,30,132017659,1.10%,154787126,3.70%,117,Lucy,/weekend/2014W30/?ref_=bo_wey_table_27,2014,29,130550571,149206140,Dawn of the Planet of the Apes,36254310,139207154,2,148763158.08333334,162250811.58333334,109.91666666666669
Jul 18-20,2014,29,130550571,-2.40%,149206140,-0.70%,104,Dawn of the Planet of the Apes,/weekend/2014W29/?ref_=bo_wey_table_28,2014,28,133801344,150191251,Dawn of the Planet of the Apes,72611427,72611427,1,182475369.5833333,195040168.16666663,108.0
Jul 11-13,2014,28,133801344,16%,150191251,13.40%,117,Dawn of the Planet of the Apes,/weekend/2014W28/?ref_=bo_wey_table_29,2014,27,115345546,132438349,Transformers: Age of Extinction,37050185,175395954,2,166993485.33333334,179117028.41666666,110.0
Jul 4-6,2014,27,115345546,-32.60%,132438349,-26.50%,110,Transformers: Age of Extinction,/weekend/2014W27/?ref_=bo_wey_table_30,2014,26,171037682,180104687,Transformers: Age of Extinction,100038390,100038390,1,174799565.14285713,186610260.7142857,101.5
Jun 27-29,2014,26,171037682,26%,180104687,23.40%,124,Transformers: Age of Extinction,/weekend/2014W26/?ref_=bo_wey_table_31,2014,25,135785499,145919699,Think Like a Man Too,29241911,29241911,1,179093226.14285713,192114475.2857143,106.21428571428572
Jun 20-22,2014,25,135785499,-23.40%,145919699,-22%,112,Think Like a Man Too,/weekend/2014W25/?ref_=bo_wey_table_32,2014,24,177277722,187054204,22 Jump Street,57071445,57071445,1,183005245.3333333,193777360.25,109.0
Jun 13-15,2014,24,177277722,15.30%,187054204,14.80%,124,22 Jump Street,/weekend/2014W24/?ref_=bo_wey_table_33,2014,23,153810858,162996895,The Fault in Our Stars,48002523,48002523,1,170617422.83333334,180717244.41666663,110.5
Jun 6-8,2014,23,153810858,-2.50%,162996895,-2.10%,111,The Fault in Our Stars,/weekend/2014W23/?ref_=bo_wey_table_34,2014,22,157680341,166531884,Maleficent,69431298,69431298,1,141521272.91666666,149983262.5,110.75
May 30-Jun 1,2014,22,157680341,-10.10%,166531884,-11.10%,110,Maleficent,/weekend/2014W22/?ref_=bo_wey_table_35,2014,21,216734334,232102154,X-Men: Days of Future Past,110576604,110576604,1,155722830.2857143,163468887.57142857,109.0
May 23-26Memorial Day wknd,2014,21,216734334,-29.20%,232102154,-26.10%,103,X-Men: Days of Future Past,/weekend/2014W21/occasion/us_memorialday_weekend/?ref_=bo_wey_table_37,2014,20,167395914,178532518,Godzilla,93188384,93188384,1,190812263.0909091,200275911.4090909,106.95454545454544
May 16-18,2014,20,167395914,35.20%,178532518,30.60%,110,Godzilla,/weekend/2014W20/?ref_=bo_wey_table_38,2014,19,123849070,136748446,Neighbors,49033915,49033915,1,145121413.0,154218433.5,116.33333333333331
May 9-11,2014,19,123849070,-12.50%,136748446,-11.30%,113,Neighbors,/weekend/2014W19/?ref_=bo_wey_table_39,2014,18,141515375,154089137,The Amazing Spider-Man 2,91608337,91608337,1,145570531.16666666,156305886.66666666,118.58333333333331
May 2-4,2014,18,141515375,45.20%,154089137,31.90%,117,The Amazing Spider-Man 2,/weekend/2014W18/?ref_=bo_wey_table_40,2014,17,97473803,116798742,The Other Woman,24763752,24763752,1,165862059.58333334,176843492.41666666,117.58333333333331
Apr 25-27,2014,17,97473803,-16.20%,116798742,-12.50%,114,The Other Woman,/weekend/2014W17/?ref_=bo_wey_table_41,2014,16,128566271,144538498,Captain America: The Winter Soldier,28182183,203096637,1,137268690.41666666,152115054.33333334,120.5
Apr 18-21Easter wknd,2014,16,128566271,-17.40%,144538498,-12.30%,52,Captain America: The Winter Soldier,/weekend/2014W16/occasion/easter_weekend/?ref_=bo_wey_table_42,2014,15,131084472,140035789,Captain America: The Winter Soldier,41274861,158883032,2,110617216.86666666,126178234.8,107.6
Apr 11-13,2014,15,131084472,-15.90%,140035789,-16.20%,109,Captain America: The Winter Soldier,/weekend/2014W15/?ref_=bo_wey_table_44,2014,14,155800774,167195578,Captain America: The Winter Soldier,95023721,95023721,1,120117122.42857143,132811945.5,105.35714285714286
Apr 4-6,2014,14,155800774,24.90%,167195578,18.80%,115,Captain America: The Winter Soldier,/weekend/2014W14/?ref_=bo_wey_table_45,2014,13,124746109,140733798,Noah,43720472,43720472,1,144115983.0,155905612.33333334,101.33333333333331
Mar 28-30,2014,13,124746109,-3.70%,140733798,-0.50%,107,Noah,/weekend/2014W13/?ref_=bo_wey_table_46,2014,12,129583231,141511040,Divergent,54607747,54607747,1,146184773.73333332,159291299.6,101.13333333333334
Mar 21-23,2014,12,129583231,31.40%,141511040,24.20%,111,Divergent,/weekend/2014W12/?ref_=bo_wey_table_47,2014,11,98624322,113961674,Mr. Peabody & Sherman,21809249,63789165,2,126389274.23076925,140871121.69230768,109.0
Mar 14-16,2014,11,98624322,-22.70%,113961674,-20.80%,108,Mr. Peabody & Sherman,/weekend/2014W11/?ref_=bo_wey_table_48,2014,10,127539955,143856540,300: Rise of an Empire,45038460,45038460,1,119224647.16666669,134725146.91666666,110.75
Mar 7-9,2014,10,127539955,22.50%,143856540,16.30%,110,300: Rise of an Empire,/weekend/2014W10/?ref_=bo_wey_table_49,2014,9,104089480,123702145,Non-Stop,28875635,28875635,1,127718984.25,144766037.66666666,110.16666666666669
Feb 28-Mar 2,2014,9,104089480,10.40%,123702145,10.60%,113,Non-Stop,/weekend/2014W09/?ref_=bo_wey_table_50,2014,8,94308705,111894114,The Lego Movie,31305359,183015455,3,107330506.75,128180072.83333331,107.16666666666669
Feb 21-23,2014,8,94308705,-39.50%,111894114,-37.20%,106,The Lego Movie,/weekend/2014W08/?ref_=bo_wey_table_51,2014,7,182141128,208762307,The Lego Movie,62478466,142781396,1,109227960.33333331,129538191.08333331,101.75
Feb 14-17Presidents' Day wknd,2014,7,182141128,26.80%,208762307,24%,84,The Lego Movie,/weekend/2014W07/occasion/us_presidentsday_weekend/?ref_=bo_wey_table_52,2014,6,132710403,152984502,The Lego Movie,69050279,69050279,1,172818117.95833334,197978896.2083333,93.54166666666669
Feb 7-9,2014,6,132710403,101.40%,152984502,77.70%,109,The Lego Movie,/weekend/2014W06/?ref_=bo_wey_table_54,2014,5,65887288,86093764,Ride Along,12035720,92698470,3,116846154.83333331,139394977.08333334,101.16666666666669
Jan 31-Feb 2,2014,5,65887288,-29.50%,86093764,-27.10%,95,Ride Along,/weekend/2014W05/?ref_=bo_wey_table_55,2014,4,93470822,118158602,Ride Along,21299495,75544805,2,81159020.0,105663109.41666669,98.58333333333331
Jan 24-26,2014,4,93470822,-36.40%,118158602,-33%,97,Ride Along,/weekend/2014W04/?ref_=bo_wey_table_56,2014,3,177312805,213241808,Ride Along,48626380,48626380,1,101773826.66666669,131358061.16666669,95.5
Jan 17-20MLK wknd,2014,3,177312805,41.10%,213241808,29%,68,Ride Along,/weekend/2014W03/occasion/us_mlkday_weekend/?ref_=bo_wey_table_58,2014,2,112448084,140678920,Lone Survivor,37849910,38231471,3,144106715.15,173497607.55,85.9
Jan 10-12,2014,2,112448084,-5.50%,140678920,-0.40%,90,Lone Survivor,/weekend/2014W02/?ref_=bo_wey_table_59,2014,1,118936215,141235662,Frozen,19575525,296691729,7,122621792.8125,149859356.3125,88.1875
Jan 3-5,2014,1,118936215,-29.10%,141235662,-28.40%,82,Frozen,/weekend/2014W01/?ref_=bo_wey_table_60,2013,52,167837974,197177755,The Hobbit: The Desolation of Smaug,29031732,189501278,3,132775766.41666669,155875732.66666666,88.75
Dec 27-29,2013,52,167837974,24.50%,197177755,37.30%,81,The Hobbit: The Desolation of Smaug,/weekend/2013W52/?ref_=bo_wey_table_1,2013,51,134837792,143571365,The Hobbit: The Desolation of Smaug,31505278,127550695,2,196334086.94117647,222615748.0,76.29411764705883
Dec 20-22,2013,51,134837792,-2.60%,143571365,-2.80%,80,The Hobbit: The Desolation of Smaug,/weekend/2013W51/?ref_=bo_wey_table_2,2013,50,138369003,147702714,The Hobbit: The Desolation of Smaug,73645197,73645197,1,164322845.4,180913443.46666667,81.2
Dec 13-15,2013,50,138369003,64.80%,147702714,56.20%,94,The Hobbit: The Desolation of Smaug,/weekend/2013W50/?ref_=bo_wey_table_3,2013,49,83941456,94535353,Frozen,31616230,134253666,3,108613725.63636364,120640989.54545456,102.63636363636364
Dec 6-8,2013,49,83941456,-55.70%,94535353,-54.60%,96,Frozen,/weekend/2013W49/?ref_=bo_wey_table_4,2013,48,268488814,292303215,The Hunger Games: Catching Fire,109939340,296295657,1,77289676.66666667,88695051.61111109,109.44444444444444
Nov 27-Dec 1Thanksgiving 5-Day,2013,48,268488814,-3.80%,292303215,0.90%,50,The Hunger Games: Catching Fire,/weekend/2013W47/occasion/us_thanksgiving_5/?ref_=bo_wey_table_7,2013,47,214593579,226500439,The Hunger Games: Catching Fire,158074286,158074286,1,171499002.80555555,185343632.11111107,83.6111111111111
Nov 22-24,2013,47,214593579,86.40%,226500439,77.90%,109,The Hunger Games: Catching Fire,/weekend/2013W47/?ref_=bo_wey_table_8,2013,46,115112784,127348048,Thor: The Dark World,36586016,145097130,2,202695349.6086957,214789448.3478261,89.7391304347826
Nov 15-17,2013,46,115112784,-27.10%,127348048,-24.20%,117,Thor: The Dark World,/weekend/2013W46/?ref_=bo_wey_table_9,2013,45,157930421,167996561,Thor: The Dark World,85737841,85737841,1,150439485.8181818,162818344.45454547,116.63636363636364
Nov 8-10,2013,45,157930421,36.20%,167996561,31.20%,124,Thor: The Dark World,/weekend/2013W45/?ref_=bo_wey_table_10,2013,44,115987099,128021451,Ender's Game,27017351,27017351,1,142606271.54545453,156661743.36363637,121.72727272727272
Nov 1-3,2013,44,115987099,24.30%,128021451,24.30%,120,Ender's Game,/weekend/2013W44/?ref_=bo_wey_table_11,2013,43,93288479,103005325,Bad Grandpa,32055177,32055177,1,96893133.45454544,112459731.63636364,123.9090909090909
Oct 25-27,2013,43,93288479,2.80%,103005325,-1.40%,117,Bad Grandpa,/weekend/2013W43/?ref_=bo_wey_table_12,2013,42,90753518,104483096,Gravity,30027161,169563291,3,94296281.1818182,109963444.72727272,124.63636363636364
Oct 18-20,2013,42,90753518,-12.30%,104483096,-10.30%,121,Gravity,/weekend/2013W42/?ref_=bo_wey_table_13,2013,41,119207873,131493515,Gravity,49389332,128524251,1,108711994.16666669,123144908.41666669,124.58333333333331
Oct 11-14Columbus Day wknd,2013,41,119207873,-19.20%,131493515,-17.10%,54,Gravity,/weekend/2013W41/occasion/us_columbusday_weekend/?ref_=bo_wey_table_15,2013,40,111457653,126592855,Gravity,55785112,55785112,1,107863677.45,121973098.7,97.6
Oct 4-6,2013,40,111457653,21.70%,126592855,17%,132,Gravity,/weekend/2013W40/?ref_=bo_wey_table_16,2013,39,91565449,108160536,Cloudy with a Chance of Meatballs 2,34017930,34017930,1,119561053.375,132403535.3125,110.1875
Sep 27-29,2013,39,91565449,31.10%,108160536,23.90%,135,Cloudy with a Chance of Meatballs 2,/weekend/2013W39/?ref_=bo_wey_table_17,2013,38,69831206,87331800,Prisoners,20817053,20817053,1,91542753.0,105592491.41666669,128.25
Sep 20-22,2013,38,69831206,-19.30%,87331800,-15.70%,141,Prisoners,/weekend/2013W38/?ref_=bo_wey_table_18,2013,37,86531368,103651335,Insidious: Chapter 2,40272103,40272103,1,86914069.66666667,102326128.08333331,127.83333333333331
Sep 13-15,2013,37,86531368,40.30%,103651335,21.90%,134,Insidious: Chapter 2,/weekend/2013W37/?ref_=bo_wey_table_19,2013,36,61672745,85014635,Riddick,19030375,19030375,1,81451524.66666667,99568524.66666669,125.58333333333331
Sep 6-8,2013,36,61672745,-27.40%,85014635,-32%,135,Riddick,/weekend/2013W36/?ref_=bo_wey_table_20,2013,35,110020537,162136448,Lee Daniels' The Butler,20201272,79466378,1,79852053.5625,105529132.125,113.125
Aug 30-Sep 2Labor Day wknd,2013,35,110020537,8.90%,162136448,21%,112,Lee Daniels' The Butler,/weekend/2013W35/occasion/us_laborday_weekend/?ref_=bo_wey_table_22,2013,34,83842081,109886108,Lee Daniels' The Butler,16503812,51760625,2,83528402.8,115279308.05,109.8
