Title,LW_x,Weekend Gross_y,Total Gross_y,Week #_x,TW_x,Weekend Gross_x
Hotel Transylvania 3: Summer Vacation,6,"$8,004,571 ","$136,260,452 ",5,9,"$5,210,815 "
Ant-Man and the Wasp,7,"$6,364,500 ","$195,645,935 ",6,10,"$4,103,636 "
Incredibles 2,9,"$4,980,232 ","$583,112,522 ",9,11,"$3,429,388 "
Jurassic World: Fallen Kingdom,11,"$3,956,735 ","$405,564,810 ",8,14,"$1,986,530 "
Teen Titans Go! To The Movies,10,"$4,776,775 ","$20,701,332 ",3,15,"$1,824,852 "
Eighth Grade,12,"$2,850,892 ","$6,562,366 ",5,16,"$1,587,299 "
Three Identical Strangers,15,"$1,008,176 ","$8,434,105 ",7,18,"$734,314 "
Skyscraper,14,"$2,247,685 ","$64,477,850 ",5,19,"$674,430 "
Sorry to Bother You,17,"$802,152 ","$14,908,754 ",6,20,"$419,714 "
Won't You Be My Neighbor?,19,"$500,790 ","$21,037,397 ",10,21,"$345,605 "
The First Purge,16,"$930,325 ","$67,758,405 ",6,22,"$285,545 "
Ocean's 8,23,"$289,046 ","$138,022,223 ",10,24,"$255,077 "
Blindspotting,18,"$663,849 ","$3,176,335 ",4,25,"$226,939 "
Avengers: Infinity War,26,"$253,846 ","$678,070,679 ",16,26,"$189,574 "
McQueen,32,"$181,638 ","$490,966 ",4,28,"$162,385 "
Puzzle,34,"$122,786 ","$220,124 ",3,29,"$161,047 "
Leave No Trace,24,"$270,776 ","$5,206,333 ",7,31,"$145,254 "
Tag,31,"$184,898 ","$53,918,505 ",9,32,"$140,021 "
Solo: A Star Wars Story,28,"$192,923 ","$213,029,424 ",12,33,"$131,138 "
1991,25,"$266,882 ","$1,182,661 ",3,34,"$130,592 "
Sicario: Day of the Soldado,20,"$364,345 ","$49,436,735 ",7,36,"$104,935 "
Deadpool 2,30,"$184,930 ","$318,024,459 ",13,37,"$98,452 "
Uncle Drew,29,"$191,864 ","$41,878,680 ",7,38,"$82,518 "
RBG,36,"$107,634 ","$13,582,985 ",15,39,"$80,324 "
Scotty and the Secret History of Hollywood,44,"$46,321 ","$83,196 ",3,41,"$54,267 "
The Cakemaker,40,"$54,527 ","$575,742 ",7,43,"$42,148 "
Hereditary,38,"$66,527 ","$43,899,805 ",10,44,"$40,157 "
Don't Worry He Won't Get Far on Foot,33,"$149,222 ","$1,210,229 ",5,45,"$37,802 "
Unfriended: Dark Web,27,"$223,945 ","$8,635,910 ",4,46,"$32,035 "
The Fall of the American Empire,39,"$65,575 ","$1,812,628 ",7,47,"$31,747 "
A Beautiful Planet,50,"$24,919 ","$14,911,397 ",120,49,"$20,954 "
Yellow Submarine (2018 re-release),47,"$29,347 ","$827,974 ",6,50,"$20,583 "
Dark Money,49,"$26,525 ","$94,148 ",5,51,"$19,205 "
Gauguin: Voyage to Tahiti,55,"$13,752 ","$164,173 ",5,54,"$16,937 "
Generation Wealth,41,"$50,883 ","$169,052 ",4,57,"$15,140 "
The Captain,66,"$6,221 ","$19,035 ",3,59,"$13,850 "
Whitney,52,"$21,051 ","$2,949,002 ",6,60,"$12,752 "
American Animals,72,"$4,690 ","$2,819,858 ",11,62,"$11,238 "
Far from the Tree,48,"$27,704 ","$73,916 ",4,63,"$10,563 "
1945,56,"$13,324 ","$803,337 ",41,64,"$8,992 "
Show Dogs,59,"$11,950 ","$17,793,501 ",13,65,"$8,299 "
The Third Murder,64,"$7,515 ","$43,639 ",4,66,"$7,630 "
Sanju,51,"$24,199 ","$7,883,041 ",7,67,"$7,604 "
Detective Dee: The Four Heavenly Kings,45,"$42,295 ","$226,683 ",3,68,"$7,228 "
Ryuichi Sakamoto: Coda,65,"$7,297 ","$80,886 ",6,69,"$7,007 "
Hearts Beat Loud,57,"$13,278 ","$2,354,026 ",10,70,"$5,052 "
The Catcher Was a Spy,62,"$8,659 ","$694,663 ",8,71,"$4,158 "
93Queen,79,"$3,146 ","$26,801 ",3,72,"$4,097 "
Wanda (2018 re-release),81,"$2,771 ","$32,819 ",4,74,"$3,822 "
Boundaries,70,"$5,152 ","$679,634 ",8,76,"$3,647 "
Custody,61,"$9,246 ","$62,870 ",7,79,"$2,582 "
Under the Sea 3D,91,"$1,076 ","$35,950,860 ",496,80,"$2,468 "
The King (2018),53,"$16,353 ","$236,378 ",8,81,"$1,965 "
The Gospel According to André,85,"$2,020 ","$398,796 ",12,83,"$1,808 "
The Rider,82,"$2,573 ","$2,368,876 ",18,84,"$1,596 "
Isle Of Dogs,73,"$4,544 ","$31,982,248 ",21,85,"$1,229 "
Good Manners,78,"$3,285 ","$8,062 ",3,86,"$1,225 "
Filmworker,105,$118 ,"$96,734 ",14,87,"$1,000 "
The Desert Bride,94,$948 ,"$27,450 ",15,88,$922 
En el Septimo Dia (On the Seventh Day),102,$393 ,"$71,084 ",10,90,$794 
The Seagull,89,"$1,126 ","$1,251,619 ",14,91,$756 
Journey to the South Pacific,97,$602 ,"$7,636,837 ",246,92,$690 
What Will People Say,75,"$3,908 ","$30,864 ",5,93,$658 
Bye Bye Germany,99,$514 ,"$67,304 ",18,95,$265 
Hubble 3D,93,$984 ,"$52,327,376 ",439,97,$221 
Damsel,77,"$3,777 ","$299,769 ",8,98,$203 
Born to Be Wild (IMAX),107,$11 ,"$25,740,034 ",384,99,$110 
Under the Tree,92,"$1,010 ","$57,944 ",6,100,$36 
Mission: Impossible - Fallout,2,"$19,352,090 ","$161,319,374 ",4,4,"$10,773,347 "
Disney's Christopher Robin,3,"$12,960,057 ","$50,549,374 ",3,6,"$8,861,530 "
Hotel Transylvania 3: Summer Vacation,9,"$5,210,815 ","$146,988,206 ",6,9,"$3,768,479 "
Mamma Mia! Here We Go Again,7,"$5,861,715 ","$103,870,915 ",5,10,"$3,405,405 "
The Equalizer 2,8,"$5,408,237 ","$89,554,165 ",5,11,"$2,863,549 "
Ant-Man and the Wasp,10,"$4,103,636 ","$203,573,980 ",7,12,"$2,646,856 "
The Spy Who Dumped Me,6,"$6,462,612 ","$24,422,997 ",3,13,"$2,617,298 "
Incredibles 2,11,"$3,429,388 ","$589,771,988 ",10,14,"$2,302,020 "
Jurassic World: Fallen Kingdom,14,"$1,986,530 ","$409,656,475 ",9,15,"$1,157,380 "
Teen Titans Go! To The Movies,15,"$1,824,852 ","$25,601,396 ",4,17,"$750,127 "
Eighth Grade,16,"$1,587,299 ","$10,054,342 ",6,18,"$735,239 "
Three Identical Strangers,18,"$734,314 ","$9,719,905 ",8,19,"$502,144 "
Skyscraper,19,"$674,430 ","$66,185,305 ",6,20,"$314,860 "
Death of a Nation,17,"$987,906 ","$4,521,847 ",3,21,"$311,193 "
The Darkest Minds,13,"$2,142,645 ","$10,988,197 ",3,22,"$255,173 "
Sorry to Bother You,20,"$419,714 ","$15,800,118 ",7,23,"$253,968 "
Won't You Be My Neighbor?,21,"$345,605 ","$21,675,492 ",11,24,"$214,115 "
Puzzle,29,"$161,047 ","$443,210 ",4,25,"$212,704 "
Ocean's 8,24,"$255,077 ","$138,450,545 ",11,26,"$200,057 "
The Miseducation of Cameron Post,35,"$123,699 ","$198,098 ",3,27,"$141,059 "
The First Purge,22,"$285,545 ","$68,469,005 ",7,28,"$139,035 "
1991,34,"$130,592 ","$1,571,195 ",4,31,"$127,594 "
Tag,32,"$140,021 ","$54,160,653 ",10,32,"$115,287 "
McQueen,28,"$162,385 ","$758,338 ",5,33,"$113,763 "
Blindspotting,25,"$226,939 ","$3,784,972 ",5,34,"$108,561 "
Uncle Drew,38,"$82,518 ","$42,049,764 ",8,36,"$105,497 "
Solo: A Star Wars Story,33,"$131,138 ","$213,285,583 ",13,37,"$100,607 "
Avengers: Infinity War,26,"$189,574 ","$678,405,681 ",17,38,"$100,562 "
Sicario: Day of the Soldado,36,"$104,935 ","$49,697,700 ",8,39,"$88,648 "
Along with the Gods: The Last 49 Days,27,"$172,083 ","$811,639 ",3,41,"$85,347 "
Leave No Trace,31,"$145,254 ","$5,509,966 ",8,42,"$78,777 "
Deadpool 2,37,"$98,452 ","$318,223,848 ",14,46,"$58,766 "
RBG,39,"$80,324 ","$13,730,202 ",16,47,"$52,781 "
Scotty and the Secret History of Hollywood,41,"$54,267 ","$176,656 ",4,49,"$43,193 "
The Cakemaker,43,"$42,148 ","$647,367 ",8,50,"$38,921 "
Yellow Submarine (2018 re-release),50,"$20,583 ","$861,277 ",7,51,"$27,449 "
Hereditary,44,"$40,157 ","$43,981,431 ",11,53,"$24,222 "
The Fall of the American Empire,47,"$31,747 ","$1,898,627 ",8,54,"$22,762 "
Don't Worry He Won't Get Far on Foot,45,"$37,802 ","$1,354,960 ",6,55,"$19,503 "
A Beautiful Planet,49,"$20,954 ","$14,960,970 ",121,56,"$16,651 "
The Captain,59,"$13,850 ","$37,575 ",4,57,"$16,421 "
Far from the Tree,63,"$10,563 ","$100,289 ",5,59,"$14,502 "
Dark Money,51,"$19,205 ","$135,391 ",6,63,"$10,305 "
Never Goin' Back,56,"$15,977 ","$33,848 ",3,64,"$9,693 "
1945,64,"$8,992 ","$819,458 ",42,65,"$9,026 "
Show Dogs,65,"$8,299 ","$17,813,221 ",14,66,"$7,550 "
American Animals,62,"$11,238 ","$2,834,835 ",12,67,"$6,984 "
Whitney,60,"$12,752 ","$2,983,404 ",7,68,"$6,940 "
"Nico, 1988",61,"$12,111 ","$31,617 ",3,70,"$6,809 "
Karwaan,48,"$26,470 ","$169,814 ",3,71,"$4,795 "
Hearts Beat Loud,70,"$5,052 ","$2,368,396 ",11,72,"$4,630 "
Generation Wealth,57,"$15,140 ","$216,670 ",5,74,"$3,975 "
93Queen,72,"$4,097 ","$37,582 ",4,75,"$3,878 "
The Catcher Was a Spy,71,"$4,158 ","$704,442 ",9,76,"$3,602 "
Ryuichi Sakamoto: Coda,69,"$7,007 ","$95,452 ",7,77,"$3,402 "
Boundaries,76,"$3,647 ","$687,916 ",9,78,"$3,233 "
Under the Tree,100,$36 ,"$58,385 ",7,79,"$3,060 "
Custody,79,"$2,582 ","$71,767 ",8,80,"$2,986 "
The Rider,84,"$1,596 ","$2,374,126 ",19,81,"$2,905 "
Gauguin: Voyage to Tahiti,54,"$16,937 ","$188,718 ",6,83,"$2,514 "
Good Manners,86,"$1,225 ","$11,693 ",4,84,"$2,513 "
The Third Murder,66,"$7,630 ","$58,644 ",5,86,"$2,108 "
The King (2018),81,"$1,965 ","$245,456 ",9,88,"$1,935 "
Wanda (2018 re-release),74,"$3,822 ","$42,004 ",5,89,"$1,880 "
Damsel,98,$203 ,"$301,468 ",9,90,"$1,795 "
Under the Sea 3D,80,"$2,468 ","$35,955,310 ",497,91,"$1,438 "
Isle Of Dogs,85,"$1,229 ","$31,987,678 ",22,94,"$1,033 "
The Atomic Cafe (2018 re-release),75,"$3,790 ","$12,453 ",3,98,$825 
What Will People Say,93,$658 ,"$33,514 ",6,99,$541 
The Desert Bride,88,$922 ,"$28,693 ",16,100,$537 
Filmworker,87,"$1,000 ","$98,004 ",15,101,$499 
En el Septimo Dia (On the Seventh Day),90,$794 ,"$72,325 ",11,103,$423 
"Love, Cecil",77,"$3,318 ","$94,758 ",2,105,$330 
Hubble 3D,97,$221 ,"$52,327,671 ",440,106,$323 
Journey to the South Pacific,92,$690 ,"$7,637,790 ",247,107,$285 
Bye Bye Germany,95,$265 ,"$68,056 ",19,112,$222 
The Meg,2,"$21,151,012 ","$83,760,074 ",3,2,"$12,812,615 "
Mission: Impossible - Fallout,4,"$10,773,347 ","$181,012,068 ",5,4,"$8,087,385 "
Disney's Christopher Robin,6,"$8,861,530 ","$66,878,940 ",4,6,"$6,261,783 "
BlacKkKlansman,7,"$7,383,195 ","$23,392,685 ",3,8,"$5,098,405 "
Slender Man,8,"$4,801,712 ","$20,578,291 ",3,10,"$2,790,564 "
Hotel Transylvania 3: Summer Vacation,9,"$3,768,479 ","$153,962,179 ",7,11,"$2,541,668 "
The Equalizer 2,11,"$2,863,549 ","$94,782,433 ",6,12,"$2,032,245 "
Mamma Mia! Here We Go Again,10,"$3,405,405 ","$111,222,895 ",6,13,"$2,000,880 "
Ant-Man and the Wasp,12,"$2,646,856 ","$208,392,506 ",8,14,"$1,791,836 "
Incredibles 2,14,"$2,302,020 ","$594,100,868 ",11,15,"$1,642,506 "
The Spy Who Dumped Me,13,"$2,617,298 ","$29,998,313 ",4,17,"$1,010,334 "
Jurassic World: Fallen Kingdom,15,"$1,157,380 ","$411,754,745 ",10,18,"$741,610 "
Teen Titans Go! To The Movies,17,"$750,127 ","$27,301,479 ",5,20,"$437,834 "
Eighth Grade,18,"$735,239 ","$11,638,783 ",7,21,"$418,107 "
Puzzle,25,"$212,704 ","$728,323 ",5,23,"$353,449 "
Three Identical Strangers,19,"$502,144 ","$10,567,548 ",9,24,"$319,449 "
Skyscraper,20,"$314,860 ","$66,772,705 ",7,28,"$230,945 "
Sorry to Bother You,23,"$253,968 ","$16,297,953 ",8,30,"$146,401 "
Ocean's 8,26,"$200,057 ","$138,780,224 ",12,31,"$130,210 "
Won't You Be My Neighbor?,24,"$214,115 ","$22,076,102 ",12,32,"$126,665 "
The Miseducation of Cameron Post,27,"$141,059 ","$407,735 ",4,33,"$121,422 "
Death of a Nation,21,"$311,193 ","$5,312,420 ",4,34,"$118,735 "
Dog Days (2018),16,"$868,664 ","$5,929,487 ",3,36,"$93,624 "
The First Purge,28,"$139,035 ","$68,751,905 ",8,37,"$87,590 "
The Darkest Minds,22,"$255,173 ","$12,289,659 ",4,38,"$85,690 "
Uncle Drew,36,"$105,497 ","$42,191,935 ",9,40,"$75,515 "
1991,31,"$127,594 ","$1,862,098 ",5,41,"$74,196 "
Solo: A Star Wars Story,37,"$100,607 ","$213,462,269 ",14,43,"$72,156 "
Blindspotting,34,"$108,561 ","$4,021,568 ",6,44,"$70,442 "
The Spy Gone North,29,"$136,031 ","$204,695 ",3,45,"$62,782 "
Tag,32,"$115,287 ","$54,325,802 ",11,46,"$59,950 "
Sicario: Day of the Soldado,39,"$88,648 ","$49,835,252 ",9,47,"$58,856 "
Avengers: Infinity War,38,"$100,562 ","$678,591,431 ",18,48,"$55,006 "
Along with the Gods: The Last 49 Days,41,"$85,347 ","$1,005,163 ",4,51,"$46,435 "
McQueen,33,"$113,763 ","$975,198 ",6,52,"$45,245 "
Leave No Trace,42,"$78,777 ","$5,668,508 ",9,54,"$43,364 "
The Island (2018),30,"$128,124 ","$526,221 ",3,55,"$42,413 "
Scotty and the Secret History of Hollywood,49,"$43,193 ","$253,931 ",5,56,"$41,693 "
RBG,47,"$52,781 ","$13,823,648 ",17,57,"$41,404 "
Deadpool 2,46,"$58,766 ","$318,337,377 ",15,58,"$33,270 "
Skate Kitchen,44,"$63,040 ","$92,367 ",3,59,"$30,105 "
The Cakemaker,50,"$38,921 ","$704,770 ",9,60,"$27,163 "
Isle Of Dogs,94,"$1,033 ","$31,989,645 ",23,61,"$22,900 "
The Fall of the American Empire,54,"$22,762 ","$1,953,866 ",9,62,"$20,140 "
Madeline's Madeline,58,"$16,149 ","$42,972 ",3,66,"$18,026 "
A Beautiful Planet,56,"$16,651 ","$14,999,232 ",122,67,"$17,103 "
Yellow Submarine (2018 re-release),51,"$27,449 ","$901,296 ",8,68,"$13,781 "
Hereditary,53,"$24,222 ","$44,032,185 ",12,69,"$13,350 "
1945,65,"$9,026 ","$832,378 ",43,71,"$12,614 "
The Captain,57,"$16,421 ","$63,053 ",5,72,"$11,149 "
Whitney,68,"$6,940 ","$2,996,586 ",8,73,"$11,069 "
Far from the Tree,59,"$14,502 ","$119,607 ",6,76,"$7,585 "
The Third Murder,86,"$2,108 ","$65,408 ",6,77,"$7,135 "
Just a Breath Away,62,"$11,124 ","$44,683 ",3,78,"$6,726 "
Show Dogs,66,"$7,550 ","$17,827,951 ",15,79,"$6,619 "
Don't Worry He Won't Get Far on Foot,55,"$19,503 ","$1,400,771 ",7,80,"$5,789 "
American Animals,67,"$6,984 ","$2,847,319 ",13,81,"$5,037 "
Hearts Beat Loud,72,"$4,630 ","$2,376,032 ",12,82,"$4,553 "
The King (2018),88,"$1,935 ","$248,848 ",10,84,"$2,980 "
Ryuichi Sakamoto: Coda,77,"$3,402 ","$104,349 ",8,86,"$2,744 "
Wanda (2018 re-release),89,"$1,880 ","$45,122 ",6,87,"$2,577 "
The Rider,81,"$2,905 ","$2,378,217 ",20,88,"$2,498 "
Buybust,52,"$25,131 ","$153,551 ",3,89,"$2,454 "
Custody,80,"$2,986 ","$76,705 ",9,92,"$2,174 "
"Nico, 1988",70,"$6,809 ","$45,656 ",4,93,"$2,020 "
Under the Tree,79,"$3,060 ","$61,527 ",8,96,"$1,459 "
Generation Wealth,74,"$3,975 ","$230,571 ",6,97,"$1,330 "
Under the Sea 3D,91,"$1,438 ","$35,958,062 ",498,98,"$1,056 "
Hubble 3D,106,$323 ,"$52,328,080 ",441,99,$970 
Never Goin' Back,64,"$9,693 ","$52,925 ",4,100,$912 
Good Manners,84,"$2,513 ","$16,539 ",5,101,$848 
93Queen,75,"$3,878 ","$49,278 ",5,102,$651 
"Love, Cecil",105,$330 ,"$97,214 ",4,104,$426 
En el Septimo Dia (On the Seventh Day),103,$423 ,"$72,748 ",12,105,$371 
Boundaries,78,"$3,233 ","$694,225 ",10,106,$264 
Journey to the South Pacific,107,$285 ,"$7,638,075 ",248,108,$241 
The Atomic Cafe (2018 re-release),98,$825 ,"$15,732 ",4,112,$89 
Crazy Rich Asians,1,"$24,808,202 ","$76,617,149 ",3,1,"$21,964,345 "
The Meg,2,"$12,812,615 ","$105,083,261 ",4,2,"$10,535,459 "
Mission: Impossible - Fallout,4,"$8,087,385 ","$193,988,045 ",6,3,"$7,032,499 "
Disney's Christopher Robin,6,"$6,261,783 ","$77,550,566 ",5,6,"$5,277,955 "
Alpha,7,"$6,002,359 ","$20,562,933 ",3,7,"$4,548,627 "
BlacKkKlansman,8,"$5,098,405 ","$31,791,945 ",4,9,"$4,202,080 "
Mile 22,5,"$6,366,042 ","$25,506,996 ",3,10,"$3,765,869 "
Incredibles 2,15,"$1,642,506 ","$597,055,472 ",12,11,"$3,372,388 "
Hotel Transylvania 3: Summer Vacation,11,"$2,541,668 ","$158,659,057 ",8,13,"$2,121,431 "
Slender Man,10,"$2,790,564 ","$25,408,680 ",4,14,"$1,816,414 "
Jurassic World: Fallen Kingdom,18,"$741,610 ","$413,010,305 ",11,16,"$1,531,890 "
The Equalizer 2,12,"$2,032,245 ","$98,052,577 ",7,17,"$1,459,816 "
Ant-Man and the Wasp,14,"$1,791,836 ","$211,458,535 ",9,18,"$1,401,414 "
Mamma Mia! Here We Go Again,13,"$2,000,880 ","$115,355,990 ",7,20,"$1,253,505 "
"Juliet, Naked",27,"$240,747 ","$334,979 ",3,21,"$821,021 "
The Wife,29,"$212,748 ","$375,478 ",3,22,"$521,700 "
The Spy Who Dumped Me,17,"$1,010,334 ","$32,288,476 ",5,25,"$370,887 "
Teen Titans Go! To The Movies,20,"$437,834 ","$28,176,673 ",6,26,"$337,084 "
Sorry to Bother You,30,"$146,401 ","$16,600,523 ",9,28,"$273,778 "
Eighth Grade,21,"$418,107 ","$12,458,583 ",8,29,"$267,617 "
Three Identical Strangers,24,"$319,449 ","$11,146,212 ",10,31,"$249,712 "
Puzzle,23,"$353,449 ","$1,190,554 ",6,32,"$187,757 "
Skyscraper,28,"$230,945 ","$67,127,565 ",8,34,"$167,785 "
The First Purge,37,"$87,590 ","$68,896,905 ",9,35,"$120,560 "
Ocean's 8,31,"$130,210 ","$139,006,637 ",13,36,"$106,774 "
Death of a Nation,34,"$118,735 ","$5,601,298 ",5,37,"$98,704 "
1991,41,"$74,196 ","$2,047,684 ",6,39,"$81,585 "
Won't You Be My Neighbor?,32,"$126,665 ","$22,325,577 ",13,40,"$76,055 "
Uncle Drew,40,"$75,515 ","$42,307,813 ",10,41,"$63,399 "
Blindspotting,44,"$70,442 ","$4,145,731 ",7,42,"$62,362 "
Solo: A Star Wars Story,43,"$72,156 ","$213,593,805 ",15,43,"$60,306 "
The Miseducation of Cameron Post,33,"$121,422 ","$617,160 ",5,44,"$59,830 "
Blaze (2018),50,"$47,578 ","$100,768 ",3,45,"$59,729 "
Tag,46,"$59,950 ","$54,430,034 ",12,46,"$59,323 "
Avengers: Infinity War,48,"$55,006 ","$678,685,686 ",19,47,"$59,062 "
The Darkest Minds,38,"$85,690 ","$12,474,725 ",5,48,"$55,500 "
Leave No Trace,54,"$43,364 ","$5,760,845 ",10,49,"$55,246 "
Dog Days (2018),36,"$93,624 ","$6,600,866 ",4,50,"$55,070 "
Sicario: Day of the Soldado,47,"$58,856 ","$49,931,757 ",10,51,"$47,490 "
We the Animals,53,"$45,012 ","$134,516 ",3,52,"$41,414 "
Deadpool 2,58,"$33,270 ","$318,398,687 ",16,54,"$33,896 "
Madeline's Madeline,66,"$18,026 ","$67,644 ",4,56,"$28,610 "
Along with the Gods: The Last 49 Days,51,"$46,435 ","$1,102,830 ",5,57,"$27,090 "
McQueen,52,"$45,245 ","$1,103,987 ",7,58,"$26,474 "
Scotty and the Secret History of Hollywood,56,"$41,693 ","$368,039 ",6,60,"$25,432 "
RBG,57,"$41,404 ","$13,902,482 ",18,61,"$22,044 "
The Cakemaker,60,"$27,163 ","$755,219 ",10,65,"$15,529 "
A Beautiful Planet,67,"$17,103 ","$15,040,268 ",123,66,"$14,441 "
The Fall of the American Empire,62,"$20,140 ","$1,994,491 ",10,67,"$14,420 "
Skate Kitchen,59,"$30,105 ","$164,542 ",4,68,"$14,135 "
Memoir of War,63,"$19,961 ","$37,900 ",3,70,"$11,684 "
1945,71,"$12,614 ","$849,480 ",44,71,"$11,677 "
The Island (2018),55,"$42,413 ","$623,957 ",4,73,"$9,332 "
"Nico, 1988",93,"$2,020 ","$51,517 ",5,75,"$6,480 "
Far from the Tree,76,"$7,585 ","$134,141 ",7,76,"$6,156 "
The Captain,72,"$11,149 ","$82,584 ",6,77,"$5,397 "
Don't Worry He Won't Get Far on Foot,80,"$5,789 ","$1,420,587 ",8,79,"$3,264 "
Boundaries,106,$264 ,"$698,355 ",11,81,"$2,201 "
Under the Sea 3D,98,"$1,056 ","$35,962,369 ",499,82,"$2,045 "
Just a Breath Away,78,"$6,726 ","$62,434 ",4,83,"$1,980 "
Wanda (2018 re-release),87,"$2,577 ","$47,699 ",7,84,"$1,912 "
Five Seasons: The Gardens of Piet Oudolf,94,"$1,816 ","$106,020 ",12,88,"$1,498 "
Whitney,73,"$11,069 ","$3,010,409 ",9,89,"$1,486 "
The Third Murder,77,"$7,135 ","$75,464 ",7,90,$982 
Show Dogs,79,"$6,619 ","$17,838,420 ",16,94,$702 
Running for Grace,91,"$2,279 ","$87,333 ",7,95,$664 
En el Septimo Dia (On the Seventh Day),105,$371 ,"$73,486 ",13,96,$647 
Buybust,89,"$2,454 ","$175,860 ",4,97,$569 
Under the Tree,96,"$1,459 ","$66,362 ",9,98,$522 
Journey to the South Pacific,108,$241 ,"$7,638,524 ",249,99,$406 
Winning Formula,90,"$2,406 ","$20,410 ",6,100,$402 
Jet Trash,103,$464 ,"$24,245 ",19,101,$400 
The Atomic Cafe (2018 re-release),112,$89 ,"$16,190 ",5,102,$336 
Hubble 3D,99,$970 ,"$52,329,262 ",442,103,$302 
Good Manners,101,$848 ,"$18,723 ",6,104,$300 
The Rider,88,"$2,498 ","$2,381,014 ",21,105,$265 
Poor Boy,110,$198 ,"$28,291 ",8,106,$142 
Generation Wealth,97,"$1,330 ","$234,339 ",7,107,$76 
Custody,92,"$2,174 ","$79,528 ",10,108,$39 
Crazy Rich Asians,1,"$21,964,345 ","$110,691,733 ",4,3,"$13,148,404 "
The Meg,2,"$10,535,459 ","$120,521,875 ",5,4,"$6,094,327 "
Searching,4,"$6,066,463 ","$6,574,943 ",3,5,"$4,570,235 "
Mission: Impossible - Fallout,3,"$7,032,499 ","$204,379,028 ",7,6,"$3,885,798 "
Disney's Christopher Robin,6,"$5,277,955 ","$85,686,823 ",6,7,"$3,404,931 "
BlacKkKlansman,9,"$4,202,080 ","$38,394,905 ",5,9,"$2,609,915 "
Alpha,7,"$4,548,627 ","$27,470,847 ",4,10,"$2,517,768 "
Incredibles 2,11,"$3,372,388 ","$601,233,301 ",13,12,"$1,352,194 "
Mile 22,10,"$3,765,869 ","$31,952,203 ",4,13,"$1,206,503 "
Hotel Transylvania 3: Summer Vacation,13,"$2,121,431 ","$162,022,437 ",9,14,"$1,121,921 "
The Happytime Murders,8,"$4,382,781 ","$16,998,475 ",3,15,"$1,082,377 "
Slender Man,14,"$1,816,414 ","$28,176,223 ",5,16,"$838,526 "
"Juliet, Naked",21,"$821,021 ","$1,269,960 ",4,19,"$641,640 "
The Wife,22,"$521,700 ","$1,011,531 ",4,20,"$639,857 "
Ant-Man and the Wasp,18,"$1,401,414 ","$213,561,872 ",10,21,"$619,010 "
Mamma Mia! Here We Go Again,20,"$1,253,505 ","$117,701,625 ",8,22,"$594,885 "
The Equalizer 2,17,"$1,459,816 ","$100,361,178 ",8,23,"$500,678 "
Jurassic World: Fallen Kingdom,16,"$1,531,890 ","$414,817,030 ",12,24,"$433,180 "
A.X.L.,19,"$1,356,690 ","$5,141,625 ",3,26,"$296,926 "
Teen Titans Go! To The Movies,26,"$337,084 ","$28,737,553 ",7,27,"$222,802 "
Eighth Grade,29,"$267,617 ","$12,930,910 ",9,28,"$165,705 "
Three Identical Strangers,31,"$249,712 ","$11,594,538 ",11,29,"$147,957 "
Skyscraper,34,"$167,785 ","$67,372,760 ",9,30,"$118,570 "
The Spy Who Dumped Me,25,"$370,887 ","$33,061,615 ",6,31,"$105,550 "
Puzzle,32,"$187,757 ","$1,575,087 ",7,32,"$93,835 "
Sorry to Bother You,28,"$273,778 ","$16,964,391 ",10,33,"$86,201 "
Papillon (2018),24,"$372,556 ","$1,957,611 ",3,34,"$68,605 "
Ocean's 8,36,"$106,774 ","$139,175,753 ",14,35,"$62,780 "
Blaze (2018),45,"$59,729 ","$171,794 ",4,36,"$62,420 "
We the Animals,52,"$41,414 ","$202,774 ",4,38,"$51,110 "
Little Italy,30,"$261,703 ","$730,289 ",3,40,"$47,618 "
Leave No Trace,49,"$55,246 ","$5,839,191 ",11,41,"$47,188 "
Won't You Be My Neighbor?,40,"$76,055 ","$22,481,392 ",14,42,"$41,480 "
The Darkest Minds,48,"$55,500 ","$12,558,745 ",6,43,"$39,165 "
Uncle Drew,41,"$63,399 ","$42,392,550 ",11,44,"$38,396 "
Blindspotting,42,"$62,362 ","$4,239,970 ",8,45,"$37,678 "
The Miseducation of Cameron Post,44,"$59,830 ","$758,382 ",6,46,"$35,620 "
Dog Days (2018),50,"$55,070 ","$6,700,002 ",5,48,"$30,241 "
1991,39,"$81,585 ","$2,184,485 ",7,49,"$29,995 "
Solo: A Star Wars Story,43,"$60,306 ","$213,685,536 ",16,50,"$24,154 "
Sicario: Day of the Soldado,51,"$47,490 ","$50,001,318 ",11,51,"$20,804 "
Avengers: Infinity War,47,"$59,062 ","$678,766,226 ",20,52,"$20,297 "
Beautifully Broken,33,"$173,081 ","$1,020,720 ",3,53,"$20,119 "
McQueen,58,"$26,474 ","$1,167,599 ",8,54,"$20,002 "
Death of a Nation,37,"$98,704 ","$5,761,553 ",6,58,"$16,126 "
Madeline's Madeline,56,"$28,610 ","$112,281 ",5,59,"$15,850 "
Tag,46,"$59,323 ","$54,511,167 ",13,60,"$13,810 "
RBG,61,"$22,044 ","$13,953,062 ",19,61,"$13,665 "
John McEnroe: In the Realm of Perfection,59,"$26,448 ","$44,088 ",3,62,"$11,250 "
Andrei Rublev (re-release),64,"$16,250 ","$37,441 ",3,65,"$9,204 "
The Cakemaker,65,"$15,529 ","$785,238 ",11,66,"$9,112 "
