TW,LW,Title,Studio,Weekend Gross,% Change,Theater Count,Change,Average,Total Gross,Budget*,Week #,ith year,ith week
2,N,Insidious: The Last Key,Uni.,29581355,-,3116,-,9493,29581355,10,1,2018,1
34,N,Goldbuster,WGUSA,79180,-,24,-,3299,79180,-,1,2018,1
38,N,Namiya,CL,39584,-,21,-,1885,39584,-,1,2018,1
53,N,Django,UTMW,11722,-,4,-,2931,11722,-,1,2018,1
60,N,In Between,FM,5888,-,2,-,2944,11498,-,1,2018,1
64,N,Bob Le Flambeur (2017 re-release),Rialto,4623,-,1,-,4623,4623,-,1,2018,1
69,N,In the Land of Pomegranates,FRun,3072,-,1,-,3072,3072,-,1,2018,1
3,N,The Commuter,LGF,13701452,-,2892,-,4738,13701452,-,1,2018,2
7,N,Paddington 2,WB,11001961,-,3702,-,2972,11001961,-,1,2018,2
8,N,Proud Mary,SGem,9959053,-,2125,-,4687,9959053,14,1,2018,2
29,N,Condorito: La Pelicula,LGF,248456,-,153,-,1624,248456,-,1,2018,2
32,N,The Opera House,Fathom,191466,-,604,-,317,191466,-,1,2018,2
33,N,The Treasure of the Sierra Madre (70th anniversary),Fathom,144074,-,631,-,228,144074,-,1,2018,2
39,N,Mukkabaaz,Eros,47808,-,19,-,2516,47808,-,1,2018,2
41,N,Parchi,ADC,34437,-,39,-,883,34437,-,1,2018,2
44,N,The Insult,Cohen,24600,-,3,-,8200,24600,-,1,2018,2
48,N,Wastelander,Indic.,20768,-,22,-,944,20768,-,1,2018,2
59,N,Memories of Underdevelopment (2017 re-release),Jan.,8244,-,1,-,8244,8224,-,1,2018,2
67,N,My Art,FM,5538,-,1,-,5538,5538,-,1,2018,2
68,N,Freak Show,IFC,4809,-,1,-,4809,4809,-,1,2018,2
71,N,Vazante,MBox,3489,-,1,-,3489,3489,-,1,2018,2
73,N,Humor Me,Shout!,3342,-,1,-,3342,3342,-,1,2018,2
2,N,12 Strong,WB,15815025,-,3002,-,5268,15815025,-,1,2018,3
3,N,Den of Thieves,STX,15206108,-,2432,-,6253,15206108,-,1,2018,3
10,N,Forever My Girl,RAtt.,4245630,-,1114,-,3811,4245630,3.5,1,2018,3
26,N,Mary and the Witch's Flower,GK,348475,-,161,-,2164,1515939,-,1,2018,3
27,N,Bolshoi Ballet 2017/2018: Romeo and Juliet,Fathom,256025,-,361,-,709,256025,-,1,2018,3
37,N,The Final Year,Magn.,67971,-,35,-,1942,67971,-,1,2018,3
48,N,The Road Movie,Osci.,17175,-,19,-,904,17175,-,1,2018,3
58,N,Beuys,KL,9084,-,2,-,4542,11613,-,1,2018,3
60,N,Ridge Runners,Indic.,8015,-,7,-,1145,8015,-,1,2018,3
62,N,Tall: The American Skyscraper and Louis Sullivan,CGld,7216,-,1,-,7216,7216,-,1,2018,3
64,N,A Ciambra,IFC,6330,-,1,-,6330,6330,-,1,2018,3
75,N,Mama Africa Miriam Makeba,Artma,3495,-,1,-,3495,3495,-,1,2018,3
84,N,Kangaroo,Abr.,2282,-,2,-,1141,2282,-,1,2018,3
1,N,Maze Runner: The Death Cure,Fox,24167011,-,3787,-,6382,24167011,62,1,2018,4
10,N,Padmaavat,VPD,4493384,-,326,-,13783,5000650,-,1,2018,4
20,N,Met Opera: Tosca,Fathom,1498309,-,691,-,2168,1498309,-,1,2018,4
55,N,Desolation,PDF,11320,-,2,-,5660,11320,-,1,2018,4
56,N,Have a Nice Day,Strand,10463,-,1,-,10463,10463,-,1,2018,4
58,N,Keys to the Heart,CJ,9851,-,2,-,4926,9851,-,1,2018,4
68,N,Like Me,KL,5064,-,3,-,1688,5664,-,1,2018,4
73,N,Please Stand By,Magn.,4090,-,5,-,818,4090,-,1,2018,4
79,N,Kickboxer Retaliation,WGUSA,3061,-,10,-,306,3061,-,1,2018,4
92,N,West of the Jordan River,KL,1047,-,1,-,1047,1047,-,1,2018,4
3,N,Winchester,LGF,9307626,-,2480,-,3753,9307626,-,1,2018,5
27,N,Bilal: A New Breed of Hero,VE,309951,-,300,-,1033,309951,-,1,2018,5
31,N,Bolshoi Ballet 2017/2018: The Lady of Camellias,Fathom,167991,-,358,-,469,167991,-,1,2018,5
36,N,A Fantastic Woman,SPC,64241,-,5,-,12848,82472,-,1,2018,5
37,N,Till the End of the World,CL,57713,-,27,-,2138,57713,-,1,2018,5
57,N,Before We Vanish,Super,8370,-,2,-,4185,8370,-,1,2018,5
58,N,24 Frames,Jan.,8101,-,1,-,8101,8101,-,1,2018,5
61,N,In the Intense Now,Icar.,5565,-,1,-,5565,8142,-,1,2018,5
83,N,Cage Fighter,IFC,1204,-,2,-,602,1204,-,1,2018,5
1,N,Fifty Shades Freed,Uni.,38560195,-,3768,-,10234,38560195,55,1,2018,6
2,N,Peter Rabbit,Sony,25010928,-,3725,-,6714,25010928,50,1,2018,6
3,N,The 15:17 to Paris,WB,12554286,-,3042,-,4127,12554286,30,1,2018,6
20,N,La Boda de Valentina,PNT,1147073,-,331,-,3465,1147073,-,1,2018,6
24,N,Met Opera: L'Elisir d'Amore (2018),Fathom,837262,-,687,-,1219,837262,-,1,2018,6
25,N,Pad Man,Sony,740313,-,152,-,4870,740313,-,1,2018,6
26,N,The Oscar Nominated Short Films 2018,Shrts.,695044,-,198,-,3510,695044,-,1,2018,6
37,N,Mazinger Z: INFINITY,Fathom,137451,-,482,-,285,137451,-,1,2018,6
40,N,But Deliver Us from Evil,Indic.,99541,-,247,-,403,99541,-,1,2018,6
46,N,Bomb City,Grav.,31005,-,17,-,1824,31005,-,1,2018,6
57,N,First We Take Brooklyn,ZP,15845,-,5,-,3169,15845,-,1,2018,6
61,N,Golden Exits,VE,11719,-,1,-,11719,11719,-,1,2018,6
66,N,The Female Brain,IFC,6886,-,2,-,3443,6886,-,1,2018,6
71,N,The Peacemaker (2018),Central Squa,4400,-,1,-,4400,4400,-,1,2018,6
95,N,Monster Family,VPD,576,-,10,-,58,576,-,1,2018,6
1,N,Black Panther,BV,202003951,-,4020,-,50250,202003951,-,1,2018,7
7,N,Early Man,LGF,3190525,-,2494,-,1279,3190525,-,1,2018,7
11,N,Samson,PFR,1942569,-,1249,-,1555,1942569,-,1,2018,7
20,N,Detective Chinatown 2,WB,704047,-,115,-,6122,704047,-,1,2018,7
31,N,Monster Hunt 2,LGF,341834,-,69,-,4954,341834,-,1,2018,7
33,N,The Philadelphia Story (2018 re-release),Fathom,258994,-,630,-,411,258994,-,1,2018,7
42,N,The Monkey King 3,WGUSA,95577,-,34,-,2811,95577,-,1,2018,7
45,N,Double Lover,Cohen,62995,-,50,-,1260,82035,-,1,2018,7
49,N,The Party (2017),RAtt.,37396,-,3,-,12465,37396,-,1,2018,7
51,N,Detective K: Secret of the Living Dead,WGUSA,30288,-,9,-,3365,30288,-,1,2018,7
52,N,Loveless (2018),SPC,30222,-,3,-,10074,47263,-,1,2018,7
56,N,Nostalgia,BST,15955,-,3,-,5318,15955,-,1,2018,7
67,N,Western,CGld,6688,-,1,-,6688,6688,-,1,2018,7
71,N,The Boy Downstairs,FR,5995,-,1,-,5995,5995,-,1,2018,7
73,N,Mind Game (2017 re-release),GK,5609,-,7,-,801,5609,-,1,2018,7
74,N,Tehran Taboo,KL,4962,-,1,-,4962,16006,-,1,2018,7
75,N,The Wedding Party 2: Destination Dubai,IronFlix,4905,-,2,-,2453,7445,-,1,2018,7
2,N,Game Night,WB (NL),17005332,-,3488,-,4875,17005332,37,1,2018,8
4,N,Annihilation,Par.,11071584,-,2012,-,5503,11071584,40,1,2018,8
9,N,Every Day (2018),Orion,3016149,-,1667,-,1809,3016149,4.9,1,2018,8
12,N,Met Opera: La Bohème (2018),Fathom,1326339,-,687,-,1931,1326339,-,1,2018,8
22,N,The Dark Crystal (special re-release),Fathom,548354,-,609,-,900,548354,-,1,2018,8
26,N,Operation Red Sea,WGUSA,436059,-,45,-,9690,436059,-,1,2018,8
51,N,Agent Mr. Chan,CL,62234,-,10,-,6223,62234,-,1,2018,8
55,N,The Young Karl Marx,Orch.,26097,-,3,-,8699,26097,-,1,2018,8
67,N,Survivors Guide to Prison,Grav.,8982,-,4,-,2246,8982,-,1,2018,8
76,N,The Lodgers,EpicPics,5053,-,17,-,297,5053,-,1,2018,8
77,N,The Cured,IFC,4875,-,3,-,1625,4875,-,1,2018,8
84,N,Are We Not Cats,Cleopatra,3983,-,2,-,1992,3983,-,1,2018,8
87,N,King of Hearts (2018 re-release),Cohen,3443,-,1,-,3443,3443,-,1,2018,8
89,N,El Mar La Mar,CGld,3375,-,1,-,3375,3375,-,1,2018,8
90,N,November (2018),Osci.,3354,-,1,-,3354,3354,-,1,2018,8
93,N,Suicide: The Ripple Effect,Gathr,2600,-,1,-,2600,2600,-,1,2018,8
2,N,Red Sparrow,Fox,16853422,-,3056,-,5515,16853422,69,1,2018,9
3,N,Death Wish (2018),MGM,13010267,-,2847,-,4570,13010267,30,1,2018,9
31,N,Bolshoi Ballet 2017/2018: The Flames of Paris,Fathom,175922,-,360,-,489,175922,-,1,2018,9
53,N,Foxtrot,SPC,31629,-,4,-,7907,69883,-,1,2018,9
62,N,Oh Lucy!,FM,14569,-,3,-,4856,14569,-,1,2018,9
67,N,Death House,Hann.,10140,-,1,-,10140,10140,-,1,2018,9
68,N,Let Yourself Go,Men.,8128,-,8,-,1016,8128,-,1,2018,9
73,N,Did You Wonder Who Fired the Gun?,Ghop,5725,-,3,-,1908,5725,-,1,2018,9
80,N,Apocalypsis,Indic.,3945,-,1,-,3945,3945,-,1,2018,9
84,N,Chronicle of Anna Magdalena Bach,Ghop,3453,-,2,-,1727,3453,-,1,2018,9
86,N,American Socialist: The Life & Times of Eugene Victor Debs,FRun,2823,-,1,-,2823,2823,-,1,2018,9
90,N,Souvenir,Strand,2267,-,1,-,2267,2267,-,1,2018,9
101,N,Goldstone,Lightyear,1300,-,1,-,1300,1300,-,1,2018,9
2,N,A Wrinkle in Time,BV,33123609,-,3980,-,8323,33123609,-,1,2018,10
3,N,Strangers: Prey at Night,Aviron,10402271,-,2464,-,4222,10402271,-,1,2018,10
9,N,The Hurricane Heist,ENTMP,3024399,-,2402,-,1259,3024399,35,1,2018,10
11,N,Gringo,STX,2722420,-,2404,-,1132,2722420,-,1,2018,10
15,N,Thoroughbreds,Focus,1224430,-,549,-,2230,1224430,-,1,2018,10
16,N,Met Opera: Semiramide,Fathom,798605,-,691,-,1156,798605,-,1,2018,10
29,N,The Death of Stalin,IFC,184805,-,4,-,46201,184805,-,1,2018,10
40,N,Yu-Gi-Oh! The Movie (2018 re-release),Fathom,68833,-,556,-,124,68833,-,1,2018,10
57,N,Leaning Into The Wind,Magn.,24840,-,5,-,4968,24840,-,1,2018,10
59,N,The Princess and the Matchmaker,CJ,20142,-,3,-,6714,20142,-,1,2018,10
62,N,Girls vs Gangsters,WGUSA,15044,-,4,-,3761,15044,-,1,2018,10
63,N,Itzhak,Greenwich,14350,-,2,-,7175,14350,-,1,2018,10
65,N,Hannah (2018),PDF,11700,-,2,-,5850,11700,-,1,2018,10
67,N,Claire's Camera,CGld,11489,-,1,-,11489,11489,-,1,2018,10
96,N,Our Blood is Wine,MBox,1540,-,2,-,770,1540,-,1,2018,10
2,N,Tomb Raider,WB,23633317,-,3854,-,6132,23633317,94,1,2018,11
3,N,I Can Only Imagine,RAtt.,17108914,-,1629,-,10503,17108914,7,1,2018,11
5,N,"Love, Simon",Fox,11756244,-,2402,-,4894,11756244,17,1,2018,11
13,N,7 Days in Entebbe,Focus,1592645,-,838,-,1901,1592645,-,1,2018,11
21,N,Raid (2018),Eros,423817,-,79,-,5365,423817,-,1,2018,11
23,N,Vertigo (60th Anniversary),Fathom,252880,-,628,-,403,252880,-,1,2018,11
46,N,Flower,Orch.,48919,-,3,-,16306,48919,-,1,2018,11
63,N,Keep the Change,KL,12445,-,1,-,12445,48769,-,1,2018,11
64,N,Journey's End,Good Deed,11798,-,2,-,5899,11798,-,1,2018,11
69,N,The Happys,Indic.,7707,-,2,-,3854,7707,-,1,2018,11
72,N,Ramen Heads,FB,7085,-,2,-,3543,7085,-,1,2018,11
77,N,Eight Hours Don't Make a Day (2018 re-release),Jan.,5880,-,1,-,5880,5880,-,1,2018,11
102,N,12 Days,Distrib.,923,-,1,-,923,923,-,1,2018,11
1,N,Pacific Rim Uprising,Uni.,28116535,-,3708,-,7583,28116535,150,1,2018,12
4,N,Sherlock Gnomes,Par.,10604774,-,3662,-,2896,10604774,59,1,2018,12
8,N,"Paul, Apostle of Christ",Affirm,5172585,-,1473,-,3512,5172585,5,1,2018,12
10,N,Midnight Sun,Global Road,4003993,-,2173,-,1843,4003993,-,1,2018,12
11,N,Unsane,BST,3762145,-,2023,-,1860,3762145,-,1,2018,12
15,N,Isle Of Dogs,FoxS,1620294,-,27,-,60011,1620294,-,1,2018,12
22,N,Hichki,Yash,330279,-,73,-,4524,330279,-,1,2018,12
25,N,Ponyo (10th Anniversary) - Studio Ghibli Fest 2018,Fathom,281697,-,726,-,388,281697,-,1,2018,12
34,N,Getting Grace,Hann.,103831,-,60,-,1731,103831,-,1,2018,12
59,N,The Last Suit,OutF,27549,-,6,-,4592,27549,-,1,2018,12
60,N,Final Portrait,SPC,25472,-,3,-,8491,25472,-,1,2018,12
62,N,Ismael's Ghosts,Magn.,19158,-,2,-,9579,19158,-,1,2018,12
66,N,Back to Burgundy,MBox,15157,-,5,-,3031,15157,-,1,2018,12
68,N,Bag of Marbles,Gaum.,14420,-,4,-,3605,14420,-,1,2018,12
74,N,Summer in the Forest,Abr.,8366,-,1,-,8366,9366,-,1,2018,12
77,N,Shed Skin Papa,CL,7950,-,8,-,994,7950,-,1,2018,12
81,N,Belle de jour (2018 re-release),Jan.,6462,-,1,-,6462,6462,-,1,2018,12
90,N,Beauty and the Dogs,Osci.,3055,-,2,-,1528,3055,-,1,2018,12
91,N,The Workshop,Strand,2860,-,1,-,2860,2860,-,1,2018,12
93,N,How Victor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,CARUSEL,2634,-,8,-,329,2634,-,1,2018,12
1,N,Ready Player One,WB,41764050,-,4234,-,9864,53710325,175,1,2018,13
2,N,Tyler Perry's Acrimony,LGF,17170707,-,2006,-,8560,17170707,-,1,2018,13
12,N,God's Not Dead: A Light in Darkness,PFR,2689677,-,1693,-,1589,2689677,-,1,2018,13
18,N,The Metropolitan Opera: Cosi Fan Tutte (2018),Fathom,966870,-,687,-,1407,966870,-,1,2018,13
23,N,Baaghi 2,FIP,650722,-,123,-,5290,650722,-,1,2018,13
27,N,Best F(r)iends Movie,Fathom,131671,-,409,-,322,131671,-,1,2018,13
33,N,Finding Your Feet,RAtt.,60132,-,14,-,4295,60132,-,1,2018,13
48,N,Gemini,Neon,32980,-,4,-,8245,31976,-,1,2018,13
54,N,The China Hustle,Magn.,25791,-,20,-,1290,25791,-,1,2018,13
64,N,Outside In,Orch.,14136,-,9,-,1571,14136,-,1,2018,13
68,N,Love After Love,IFC,11290,-,1,-,11290,11290,-,1,2018,13
71,N,The Great Silence (2018 re-release),FM,8755,-,1,-,8755,10275,-,1,2018,13
76,N,The Gardener,Grav.,6298,-,1,-,6298,6298,-,1,2018,13
83,N,The Last Movie Star,A24,3780,-,2,-,1890,3780,-,1,2018,13
84,N,FourPlay,PDF,3550,-,2,-,1775,3550,-,1,2018,13
87,N,Status Update,VE,2205,-,75,-,29,2205,-,1,2018,13
1,N,A Quiet Place,Par.,50203562,-,3508,-,14311,50203562,17,1,2018,14
3,N,Blockers,Uni.,20556350,-,3379,-,6084,20556350,21,1,2018,14
7,N,Chappaquiddick,ENTMP,5765854,-,1560,-,3696,5765854,-,1,2018,14
11,N,The Miracle Season,Mirr/LD,3950652,-,1707,-,2314,3950652,-,1,2018,14
20,N,Grease (40th Anniversary),Fathom,664766,-,700,-,950,664766,-,1,2018,14
27,N,Bolshoi Ballet 2017/2018: Giselle,Fathom,244588,-,357,-,685,244588,-,1,2018,14
29,N,Pandas,WB,158915,-,33,-,4816,158915,-,1,2018,14
31,N,You Were Never Really Here,Amazon,132829,-,3,-,44276,132829,-,1,2018,14
43,N,Lean on Pete,A24,46975,-,4,-,11744,46975,-,1,2018,14
61,N,Seven Years of Night,CJ,13669,-,4,-,3417,13669,-,1,2018,14
67,N,The Endless,WGUSA,9083,-,1,-,9083,9083,-,1,2018,14
68,N,Sweet Country (2018),Gold.,8895,-,2,-,4448,8895,-,1,2018,14
74,N,Where is Kyra?,Great Point,7000,-,1,-,7000,7000,-,1,2018,14
84,N,Blood Feast,Hann.,4046,-,1,-,4046,4046,1.2,1,2018,14
85,N,The Heart of Nuba,Abr.,4016,-,1,-,4016,4016,-,1,2018,14
91,N,ACORN and the Firestorm,FRun,2621,-,1,-,2621,2621,-,1,2018,14
1,N,Rampage (2018),WB (NL),35753093,-,4101,-,8718,35753093,120,1,2018,15
3,N,Truth or Dare,Uni.,18667855,-,3029,-,6163,18667855,3.5,1,2018,15
13,N,Beirut,BST,1734497,-,755,-,2297,2107195,-,1,2018,15
16,N,Sgt. Stubby: An American Hero,FunAcad,1164403,-,1633,-,713,1164403,-,1,2018,15
18,N,The Metropolitan Opera: Luisa Miller,Fathom,850777,-,685,-,1242,850777,-,1,2018,15
20,N,Survival Sunday: The Walking Dead/Fear the Walking Dead,Fathom,605764,-,777,-,780,605764,-,1,2018,15
39,N,Grace Jones: Bloodlight and Bami,KL,56171,-,3,-,18724,60613,-,1,2018,15
40,N,Borg vs. McEnroe,Neon,52625,-,51,-,1032,52625,-,1,2018,15
42,N,The Rider,SPC,42244,-,3,-,14081,42244,-,1,2018,15
51,N,Zama,Strand,26123,-,3,-,8708,26123,-,1,2018,15
58,N,Gonjiam: Haunted Asylum,WGUSA,19017,-,2,-,9509,19017,-,1,2018,15
69,N,Hitler's Hollywood,KL,8634,-,1,-,8634,18253,-,1,2018,15
75,N,Quai des Orfevres (2018 Re-issue),Rialto,7125,-,1,-,7125,7125,-,1,2018,15
78,N,Bye Bye Germany,FM,4874,-,2,-,2437,6698,-,1,2018,15
97,N,Nana,FunAcad,1240,-,1,-,1240,1240,-,1,2018,15
104,N,The Breadwinner (Gathr Release),Gathr,834,-,1,-,834,834,-,1,2018,15
108,N,Marrowbone,Magn.,624,-,7,-,89,624,-,1,2018,15
3,N,I Feel Pretty,STX,16030218,-,3440,-,4660,16030218,32,1,2018,16
4,N,Super Troopers 2,Fox,15181624,-,2038,-,7449,15181624,13.5,1,2018,16
9,N,Traffik,LGF,3941338,-,1046,-,3768,3941338,-,1,2018,16
11,N,Bharat Ane Nenu,GrtIndia,2663090,-,305,-,8731,2663090,-,1,2018,16
26,N,The Cat Returns - Studio Ghibli Fest 2018,Fathom,254402,-,721,-,353,254402,-,1,2018,16
38,N,Little Pink House,Da.,68507,-,9,-,7612,68507,-,1,2018,16
64,N,Ghost Stories,IFC,11972,-,1,-,11972,11972,-,1,2018,16
67,N,Godard Mon Amour,Cohen,10994,-,4,-,2749,10994,-,1,2018,16
73,N,The Devil and Father Amorth,Orch.,7814,-,8,-,977,7814,-,1,2018,16
75,N,Furious (Legend of Kolovrat),CARUSEL,6964,-,15,-,464,6964,-,1,2018,16
77,N,Le Corbeau (2018 re-issue),Rialto,6452,-,1,-,6452,6462,-,1,2018,16
79,N,"Lou Andreas-Salomé, the Audacity to be Free",CLS,5060,-,1,-,5060,5060,-,1,2018,16
90,N,The Doctor from India,Zeit.,2442,-,1,-,2442,5146,-,1,2018,16
91,N,This is Our Land,Distrib.,2442,-,1,-,2442,4965,-,1,2018,16
1,N,Avengers: Infinity War,BV,257698183,-,4474,-,57599,257698183,-,1,2018,17
13,N,Met Opera: Cendrillon,Fathom,925752,-,684,-,1353,925752,-,1,2018,17
18,N,Labyrinth (2018 Fathom Event),Fathom,558857,-,576,-,970,539851,-,1,2018,17
23,N,Disobedience,BST,237393,-,5,-,47479,237393,-,1,2018,17
27,N,Kings (2018),Orch.,163289,-,215,-,759,163289,-,1,2018,17
40,N,Let the Sunshine In,IFC,39699,-,2,-,19850,39699,-,1,2018,17
67,N,Zoo Wars,PDF,8998,-,12,-,750,8998,-,1,2018,17
75,N,The House of Tomorrow,Shout!,6652,-,8,-,832,6652,-,1,2018,17
77,N,Mrs. Hyde,Cartilage,5943,-,1,-,5943,5943,-,1,2018,17
80,N,Cold Water (2018 re-release),Jan.,5110,-,1,-,5110,5110,-,1,2018,17
81,N,Jet Trash,Indic.,4914,-,2,-,2457,4914,-,1,2018,17
91,N,Ava,Ghop,2996,-,1,-,2996,2996,-,1,2018,17
92,N,Duckbutter,Orch.,2797,-,2,-,1399,2797,-,1,2018,17
2,N,Overboard (2018),PNT,14711101,-,1623,-,9064,14711101,12,1,2018,18
6,N,Tully (2018),Focus,3282610,-,1353,-,2426,3282610,-,1,2018,18
11,N,Bad Samaritan,Electric,1726868,-,2007,-,860,1726868,-,1,2018,18
15,N,RBG,Magn.,578470,-,34,-,17014,578470,-,1,2018,18
16,N,102 Not Out,Sony,483681,-,102,-,4742,483681,-,1,2018,18
69,N,The Guardians,MBox,7479,-,1,-,7479,7479,-,1,2018,18
78,N,Strangers on the Earth,FRun,3768,-,1,-,3768,3768,-,1,2018,18
84,N,Racer & the Jailbird,Super,2513,-,2,-,1257,2513,-,1,2018,18
88,N,The Desert Bride,Strand,2127,-,2,-,1064,2127,-,1,2018,18
92,N,Edward II (2018 re-release),FM,1701,-,1,-,1701,1701,-,1,2018,18
2,N,Life of the Party,WB (NL),17886075,-,3656,-,4892,17886075,-,1,2018,19
3,N,Breaking In (2018),Uni.,17630285,-,2537,-,6949,17630285,6,1,2018,19
17,N,Nothing to Lose (2018),Swen,679531,-,69,-,9848,679531,-,1,2018,19
25,N,Puffs: Filmed Live Off Broadway,Fathom,232863,-,606,-,384,464483,-,1,2018,19
28,N,Sunset Boulevard (2018 re-release),Fathom,169067,-,628,-,269,169067,-,1,2018,19
37,N,The Seagull,SPC,79016,-,6,-,13169,79016,-,1,2018,19
42,N,Lu Over the Wall,GK,60773,-,97,-,627,60773,-,1,2018,19
43,N,Beast,RAtt.,53248,-,4,-,13312,53248,-,1,2018,19
47,N,Revenge (2018),Neon,45924,-,37,-,1241,45924,-,1,2018,19
56,N,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,Magn.,22717,-,2,-,11359,22717,-,1,2018,19
59,N,Goodland,PDF,17621,-,2,-,8811,17621,-,1,2018,19
60,N,Champion (2018),WGUSA,17095,-,2,-,8548,17095,-,1,2018,19
68,N,The Assassin's Code,Grav.,11218,-,12,-,935,11218,-,1,2018,19
70,N,Sollers Point,Osci.,10618,-,1,-,10618,10618,-,1,2018,19
74,N,Always at the Carlyle,Good Deed,9239,-,1,-,9239,9239,-,1,2018,19
78,N,Filmworker,KL,7984,-,1,-,7984,16857,-,1,2018,19
83,N,Mountain,Greenwich,6067,-,1,-,6067,24552,-,1,2018,19
90,N,Anything,Pala.,4110,-,3,-,1370,4110,-,1,2018,19
92,N,The Day After,CGld,3727,-,1,-,3727,4474,-,1,2018,19
113,N,Higher Power,Magn.,299,-,3,-,100,299,-,1,2018,19
1,N,Deadpool 2,Fox,125507153,-,4349,-,28859,125507153,110,1,2018,20
3,N,Book Club,Par.,13582231,-,2781,-,4884,13582231,-,1,2018,20
6,N,Show Dogs,Global Road,6023972,-,3212,-,1875,6023972,-,1,2018,20
16,N,Pope Francis - A Man of His Word,Focus,507870,-,346,-,1468,507870,-,1,2018,20
22,N,2001: A Space Odyssey (2018 re-release),WB,202759,-,4,-,50690,202759,-,1,2018,20
26,N,Porco Rosso - Studio Ghibli Fest 2018,Fathom,156270,-,734,-,213,156270,-,1,2018,20
31,N,First Reformed,A24,97562,-,4,-,24391,97562,-,1,2018,20
41,N,Harry & Meghan - The Royal Wedding,Fathom,50264,-,194,-,259,50264,-,1,2018,20
45,N,On Chesil Beach,BST,35765,-,4,-,8941,35765,-,1,2018,20
61,N,Gray Matter,Indic.,14064,-,12,-,1172,14064,-,1,2018,20
73,N,That Summer,IFC,5977,-,1,-,5977,5977,-,1,2018,20
91,N,The Most Unknown,Abr.,2905,-,1,-,2905,2905,-,1,2018,20
