TW,LW,Title,Studio,Weekend Gross,% Change,Theater Count,Change,Average,Total Gross,Budget*,Week #,ith year,ith week,last ith week
95,80,Apocalypsis,Indic.,"$1,635 ",-58.60%,2,1,$818 ,"$6,502 ",-,2,2018,10,9
97,60,Golden Slumber,CJ,"$1,495 ",-90.60%,1,-8,"$1,495 ","$93,799 ",-,4,2018,10,9
98,93,Tom of Finland,KL,"$1,335 ",-39.00%,2,-1,$668 ,"$375,308 ",-,22,2018,10,9
99,114,Beuys,KL,"$1,244 ",729.30%,1,-,"$1,244 ","$53,676 ",-,8,2018,10,9
100,102,Big Sonia,Argo.,"$1,077 ",0.20%,2,1,$539 ,"$186,486 ",-,17,2018,10,9
101,90,Souvenir,Strand,"$1,047 ",-53.80%,1,-,"$1,047 ","$5,177 ",-,2,2018,10,9
102,79,Ichi The Killer (2017 re-release),WGUSA,$999 ,-75.60%,3,-,$333 ,"$17,645 ",-,18,2018,10,9
104,65,Detective K: Secret of the Living Dead,WGUSA,$752 ,-93.20%,1,-5,$752 ,"$103,523 ",-,4,2018,10,9
105,96,The Breadwinner,GK,$489 ,-73.80%,1,-5,$489 ,"$312,156 ",-,17,2018,10,9
106,76,The Sacrifice (2017 re-release),KL,$341 ,-93.20%,1,-,$341 ,"$58,589 ",-,21,2018,10,9
107,104,Bob Le Flambeur (2017 re-release),Rialto,$338 ,-61.10%,1,-,$338 ,"$13,254 ",-,10,2018,10,9
108,115,The Divine Order,Zeit.,$223 ,156.30%,1,-,$223 ,"$73,250 ",-,20,2018,10,9
109,107,Thelma,Orch.,$201 ,-61.20%,1,-,$201 ,"$147,185 ",-,18,2018,10,9
111,110,The Lodgers,EpicPics,$87 ,-69.60%,1,-1,$87 ,"$7,362 ",-,3,2018,10,9
112,108,In the Intense Now,Icar.,$75 ,-83.10%,1,-,$75 ,"$16,068 ",-,6,2018,10,9
1,1,Black Panther,BV,"$26,650,690 ",-34.70%,3834,-108,"$6,951 ","$605,027,218 ",-,5,2018,11,10
4,2,A Wrinkle in Time,BV,"$16,256,879 ",-50.90%,3980,-,"$4,085 ","$60,751,533 ",-,2,2018,11,10
6,5,Game Night,WB (NL),"$5,602,230 ",-28.80%,2686,-375,"$2,086 ","$54,206,414 ",$37 ,4,2018,11,10
7,6,Peter Rabbit,Sony,"$5,201,647 ",-23.20%,2725,-387,"$1,909 ","$102,441,915 ",$50 ,6,2018,11,10
8,3,Strangers: Prey at Night,Aviron,"$4,701,089 ",-54.80%,2464,-,"$1,908 ","$18,503,141 ",-,2,2018,11,10
9,4,Red Sparrow,Fox,"$4,531,187 ",-46.70%,2583,-481,"$1,754 ","$39,664,829 ",$69 ,3,2018,11,10
10,7,Death Wish (2018),MGM,"$3,368,565 ",-48.80%,2676,-206,"$1,259 ","$29,950,250 ",$30 ,3,2018,11,10
11,8,Annihilation,Par.,"$1,733,605 ",-47.50%,1087,-622,"$1,595 ","$29,628,348 ",$40 ,4,2018,11,10
12,10,Jumanji: Welcome to the Jungle,Sony,"$1,622,505 ",-40.80%,1556,-601,"$1,043 ","$400,246,103 ",$90 ,13,2018,11,10
14,13,The Greatest Showman,Fox,"$1,134,199 ",-40.70%,737,-215,"$1,539 ","$169,703,817 ",$84 ,13,2018,11,10
15,9,The Hurricane Heist,ENTMP,"$1,033,247 ",-65.80%,2283,-119,$453 ,"$5,369,167 ",$35 ,2,2018,11,10
16,12,The Shape of Water,FoxS,"$793,617 ",-66.20%,758,-794,"$1,047 ","$62,826,599 ",-,16,2018,11,10
17,11,Gringo,STX,"$655,891 ",-75.90%,2314,-90,$283 ,"$4,522,102 ",-,2,2018,11,10
18,14,Fifty Shades Freed,Uni.,"$610,535 ",-55.40%,873,-484,$699 ,"$99,626,835 ",$55 ,6,2018,11,10
19,29,The Death of Stalin,IFC,"$537,497 ",190.80%,32,28,"$16,797 ","$801,066 ",-,2,2018,11,10
20,15,Thoroughbreds,Focus,"$487,690 ",-60.20%,564,15,$865 ,"$2,294,050 ",-,2,2018,11,10
22,17,"Three Billboards Outside Ebbing, Missouri",FoxS,"$266,797 ",-61.60%,282,-270,$946 ,"$54,016,459 ",-,19,2018,11,10
24,20,A Fantastic Woman,SPC,"$192,471 ",-29.10%,190,24,"$1,013 ","$1,484,490 ",-,7,2018,11,10
25,25,Coco,BV,"$184,351 ",-28.80%,177,-17,"$1,042 ","$209,170,730 ",-,17,2018,11,10
26,22,Star Wars: The Last Jedi,BV,"$174,756 ",-34.20%,211,-35,$828 ,"$619,791,373 ",$317 ,14,2018,11,10
27,28,Ferdinand,Fox,"$166,091 ",-13.50%,169,-32,$983 ,"$83,725,454 ",$111 ,14,2018,11,10
28,35,The Leisure Seeker,SPC,"$142,355 ",25.20%,49,21,"$2,905 ","$320,311 ",-,5,2018,11,10
29,18,The Post,Fox,"$132,503 ",-59.70%,159,-119,$833 ,"$81,434,938 ",$50 ,13,2018,11,10
30,19,Call Me by Your Name,SPC,"$121,703 ",-58.50%,118,-191,"$1,031 ","$17,736,560 ",-,17,2018,11,10
31,24,"I, Tonya",Neon,"$121,595 ",-53.80%,160,-83,$760 ,"$29,755,240 ",-,15,2018,11,10
32,30,Maze Runner: The Death Cure,Fox,"$103,094 ",-43.20%,147,-67,$701 ,"$57,639,089 ",$62 ,8,2018,11,10
33,21,Darkest Hour,Focus,"$102,595 ",-61.40%,133,-112,$771 ,"$56,309,040 ",-,17,2018,11,10
34,27,Phantom Thread,Focus,"$94,580 ",-59.80%,92,-92,"$1,028 ","$20,907,000 ",-,12,2018,11,10
35,42,12 Strong,WB,"$79,046 ",24.00%,148,37,$534 ,"$45,410,021 ",-,9,2018,11,10
36,23,The 15:17 to Paris,WB,"$75,588 ",-71.40%,155,-265,$488 ,"$35,958,478 ",$30 ,6,2018,11,10
37,33,Operation Red Sea,WGUSA,"$74,228 ",-55.00%,28,-14,"$2,651 ","$1,434,087 ",-,4,2018,11,10
38,36,Early Man,LGF,"$69,426 ",-33.90%,144,-42,$482 ,"$8,168,933 ",-,5,2018,11,10
39,31,Lady Bird,A24,"$68,406 ",-60.60%,88,-68,$777 ,"$48,845,671 ",-,20,2018,11,10
40,44,Wonder,LGF,"$60,463 ",10.20%,96,-42,$630 ,"$132,389,819 ",-,18,2018,11,10
41,37,The Party (2017),RAtt.,"$60,228 ",-39.90%,80,-11,$753 ,"$597,811 ",-,5,2018,11,10
42,43,Hostiles,ENTMP,"$51,717 ",-16.10%,102,12,$507 ,"$29,700,564 ",-,13,2018,11,10
43,32,Winchester,LGF,"$50,076 ",-70.10%,91,-170,$550 ,"$24,987,223 ",-,7,2018,11,10
44,47,BOMBSHELL: The Hedy Lamarr Story,Zeit.,"$49,974 ",7.80%,26,5,"$1,922 ","$495,769 ",-,17,2018,11,10
45,56,Foxtrot,SPC,"$49,660 ",81.10%,12,6,"$4,138 ","$172,834 ",-,3,2018,11,10
47,53,Oh Lucy!,FM,"$48,785 ",48.40%,31,15,"$1,574 ","$117,111 ",-,3,2018,11,10
48,45,Loveless (2018),SPC,"$47,569 ",-11.30%,43,6,"$1,106 ","$385,313 ",-,5,2018,11,10
49,52,A Beautiful Planet,IMAX,"$39,965 ",18.70%,16,-1,"$2,498 ","$13,564,591 ",-,99,2018,11,10
50,63,Itzhak,Greenwich,"$35,173 ",145.10%,19,17,"$1,851 ","$57,594 ",-,2,2018,11,10
51,38,Den of Thieves,STX,"$33,507 ",-55.20%,60,-44,$558 ,"$44,933,602 ",-,9,2018,11,10
52,26,Every Day (2018),Orion,"$32,378 ",-87.10%,110,-505,$294 ,"$6,087,943 ",$4.90 ,4,2018,11,10
53,57,Leaning Into The Wind,Magn.,"$31,489 ",26.80%,12,7,"$2,624 ","$72,081 ",-,2,2018,11,10
54,59,The Princess and the Matchmaker,CJ,"$21,439 ",6.40%,6,3,"$3,573 ","$54,237 ",-,2,2018,11,10
55,46,Detective Chinatown 2,WB,"$21,337 ",-57.10%,8,-12,"$2,667 ","$1,953,983 ",-,5,2018,11,10
56,60,The Insult,Cohen,"$20,006 ",1.10%,14,-3,"$1,429 ","$934,572 ",-,10,2018,11,10
57,68,1945,Men.,"$19,914 ",74.90%,10,4,"$1,991 ","$428,396 ",-,20,2018,11,10
58,39,Samson,PFR,"$19,902 ",-72.10%,34,-59,$585 ,"$4,675,433 ",-,5,2018,11,10
59,51,Forever My Girl,RAtt.,"$16,723 ",-56.20%,37,-27,$452 ,"$16,290,689 ",$3.50 ,9,2018,11,10
60,75,Goldstone,Lightyear,"$13,603 ",134.10%,14,12,$972 ,"$25,621 ",-,3,2018,11,10
62,58,Film Stars Don't Die in Liverpool,SPC,"$12,816 ",-39.10%,38,-3,$337 ,"$841,716 ",-,12,2018,11,10
65,54,All the Money in the World,TriS,"$10,862 ",-65.40%,27,-22,$402 ,"$25,106,315 ",-,12,2018,11,10
66,41,The Oscar Nominated Short Films 2018,Shrts.,"$9,440 ",-85.30%,9,-47,"$1,049 ","$3,503,077 ",-,6,2018,11,10
67,61,Agent Mr. Chan,CL,"$9,262 ",-41.60%,3,-1,"$3,087 ","$196,362 ",-,4,2018,11,10
68,82,In Between,FM,"$7,962 ",136.10%,5,-3,"$1,592 ","$94,821 ",-,11,2018,11,10
70,62,Girls vs Gangsters,WGUSA,"$7,368 ",-51.00%,3,-1,"$2,456 ","$32,743 ",-,2,2018,11,10
71,70,Mary and the Witch's Flower,GK,"$7,205 ",-16.80%,16,5,$450 ,"$2,390,147 ",-,9,2018,11,10
73,66,The Young Karl Marx,Orch.,"$6,911 ",-40.60%,9,-4,$768 ,"$93,157 ",-,4,2018,11,10
74,67,Claire's Camera,CGld,"$6,853 ",-40.40%,1,-,"$6,853 ","$25,474 ",-,2,2018,11,10
75,76,Hubble 3D,WB,"$6,558 ",31.80%,7,3,$937 ,"$52,067,001 ",-,418,2018,11,10
76,72,Under the Sea 3D,WB,"$6,506 ",-17.20%,8,-3,$813 ,"$35,770,034 ",-,475,2018,11,10
78,80,Tehran Taboo,KL,"$5,677 ",52.80%,7,2,$811 ,"$45,444 ",-,5,2018,11,10
79,69,Faces Places,Cohen,"$5,409 ",-50.40%,12,-1,$451 ,"$934,945 ",-,24,2018,11,10
80,71,The Florida Project,A24,"$5,328 ",-32.50%,9,-3,$592 ,"$5,901,117 ",-,24,2018,11,10
82,74,In the Fade,Magn.,"$3,787 ",-42.10%,10,-4,$379 ,"$305,685 ",-,12,2018,11,10
83,78,Happy End,SPC,"$3,579 ",-21.00%,11,-3,$325 ,"$299,545 ",-,13,2018,11,10
84,96,Our Blood is Wine,MBox,"$3,519 ",128.50%,2,-,"$1,760 ","$8,357 ",-,2,2018,11,10
85,103,November (2018),Osci.,"$3,076 ",225.20%,8,5,$385 ,"$12,594 ",-,4,2018,11,10
86,84,Mind Game (2017 re-release),GK,"$3,043 ",5.10%,3,-,"$1,014 ","$28,779 ",-,5,2018,11,10
88,94,The Square,Magn.,"$2,501 ",43.70%,4,1,$625 ,"$1,500,734 ",-,21,2018,11,10
89,87,Deep Sea 3D (IMAX),WB,"$2,120 ",-17.20%,1,-1,"$2,120 ","$46,319,738 ",-,612,2018,11,10
90,106,The Sacrifice (2017 re-release),KL,"$2,000 ",486.50%,1,-,"$2,000 ","$60,589 ",-,22,2018,11,10
91,90,Have a Nice Day,Strand,"$1,919 ",-22.30%,4,1,$480 ,"$77,732 ",-,8,2018,11,10
92,81,Island of Lemurs: Madagascar (IMAX),WB,"$1,852 ",-49.20%,5,-1,$370 ,"$11,181,568 ",-,207,2018,11,10
93,64,Walk With Me,Gathr,"$1,608 ",-87.70%,1,-,"$1,608 ","$689,633 ",-,22,2018,11,10
94,98,Tom of Finland,KL,"$1,596 ",19.60%,2,-,$798 ,"$377,900 ",-,23,2018,11,10
95,83,Western,CGld,"$1,509 ",-52.50%,3,-2,$503 ,"$31,510 ",-,5,2018,11,10
96,92,Chronicle of Anna Magdalena Bach,Ghop,"$1,350 ",-34.40%,1,-1,"$1,350 ","$12,151 ",-,3,2018,11,10
97,101,Souvenir,Strand,"$1,250 ",19.40%,3,2,$417 ,"$7,023 ",-,3,2018,11,10
99,100,Big Sonia,Argo.,"$1,233 ",14.50%,1,-1,"$1,233 ","$190,011 ",-,18,2018,11,10
100,102,Ichi The Killer (2017 re-release),WGUSA,"$1,196 ",19.70%,2,-1,$598 ,"$19,041 ",-,19,2018,11,10
103,95,Apocalypsis,Indic.,$812 ,-50.30%,2,-,$406 ,"$8,722 ",-,3,2018,11,10
104,91,BPM (Beats Per Minute),Orch.,$720 ,-68.40%,2,-1,$360 ,"$124,008 ",-,22,2018,11,10
105,88,Born to Be Wild (IMAX),WB,$635 ,-75.00%,5,-1,$127 ,"$25,654,062 ",-,363,2018,11,10
106,85,Double Lover,Cohen,$478 ,-83.40%,1,-2,$478 ,"$164,273 ",-,5,2018,11,10
107,89,But Deliver Us from Evil,Indic.,$402 ,-84.10%,1,-1,$402 ,"$217,549 ",-,6,2018,11,10
108,77,Did You Wonder Who Fired the Gun?,Ghop,$395 ,-91.50%,2,-,$198 ,"$15,308 ",-,3,2018,11,10
109,86,Jane (2017),Abr.,$294 ,-89.10%,1,-2,$294 ,"$1,723,379 ",-,22,2018,11,10
110,99,Beuys,KL,$209 ,-83.20%,1,-,$209 ,"$56,151 ",-,9,2018,11,10
111,110,Vazante,MBox,$135 ,-24.60%,1,-,$135 ,"$19,556 ",-,10,2018,11,10
112,112,In the Intense Now,Icar.,$127 ,69.30%,1,-,$127 ,"$16,231 ",-,7,2018,11,10
113,108,The Divine Order,Zeit.,$96 ,-57.00%,1,-,$96 ,"$73,364 ",-,21,2018,11,10
2,1,Black Panther,BV,"$17,099,618 ",-35.80%,3370,-464,"$5,074 ","$631,357,854 ",-,6,2018,12,11
3,3,I Can Only Imagine,RAtt.,"$13,614,967 ",-20.40%,2253,624,"$6,043 ","$38,094,458 ",$7 ,2,2018,12,11
5,2,Tomb Raider,WB,"$10,102,616 ",-57.30%,3854,-,"$2,621 ","$41,420,724 ",$94 ,2,2018,12,11
6,4,A Wrinkle in Time,BV,"$8,215,492 ",-49.50%,3423,-557,"$2,400 ","$74,058,099 ",-,3,2018,12,11
7,5,"Love, Simon",Fox,"$7,607,451 ",-35.30%,2434,32,"$3,125 ","$23,503,052 ",$17 ,2,2018,12,11
9,6,Game Night,WB (NL),"$4,131,191 ",-26.30%,1866,-820,"$2,214 ","$60,784,726 ",$37 ,5,2018,12,11
12,7,Peter Rabbit,Sony,"$2,538,560 ",-51.20%,2071,-654,"$1,226 ","$106,805,275 ",$50 ,7,2018,12,11
13,9,Red Sparrow,Fox,"$2,248,846 ",-50.40%,1482,-1101,"$1,517 ","$44,044,846 ",$69 ,4,2018,12,11
14,8,Strangers: Prey at Night,Aviron,"$2,062,768 ",-56.10%,1481,-983,"$1,393 ","$22,201,687 ",-,3,2018,12,11
16,10,Death Wish (2018),MGM,"$1,218,524 ",-63.80%,1304,-1372,$934 ,"$32,616,646 ",$30 ,4,2018,12,11
17,19,The Death of Stalin,IFC,"$1,007,003 ",87.40%,141,109,"$7,142 ","$2,037,426 ",-,3,2018,12,11
18,11,Annihilation,Par.,"$898,364 ",-48.20%,478,-609,"$1,879 ","$31,416,769 ",$40 ,5,2018,12,11
19,12,Jumanji: Welcome to the Jungle,Sony,"$847,706 ",-47.80%,1022,-534,$829 ,"$401,666,156 ",$90 ,14,2018,12,11
20,14,The Greatest Showman,Fox,"$696,403 ",-38.60%,478,-259,"$1,457 ","$170,945,091 ",$84 ,14,2018,12,11
21,13,7 Days in Entebbe,Focus,"$636,265 ",-60.00%,836,-2,$761 ,"$2,900,330 ",-,2,2018,12,11
23,18,Fifty Shades Freed,Uni.,"$303,710 ",-50.30%,509,-364,$597 ,"$100,215,430 ",$55 ,7,2018,12,11
24,28,The Leisure Seeker,SPC,"$290,844 ",104.30%,117,68,"$2,486 ","$692,441 ",-,7,2018,12,11
26,16,The Shape of Water,FoxS,"$261,997 ",-67.00%,247,-511,"$1,061 ","$63,434,497 ",-,17,2018,12,11
27,21,Raid (2018),Eros,"$231,581 ",-45.40%,79,-,"$2,931 ","$822,302 ",-,2,2018,12,11
28,20,Thoroughbreds,Focus,"$160,875 ",-67.00%,117,-447,"$1,375 ","$2,747,595 ",-,3,2018,12,11
29,46,Flower,Orch.,"$118,518 ",142.30%,57,54,"$2,079 ","$183,430 ",-,2,2018,12,11
30,25,Coco,BV,"$115,810 ",-37.20%,144,-33,$804 ,"$209,358,338 ",-,18,2018,12,11
31,22,"Three Billboards Outside Ebbing, Missouri",FoxS,"$110,645 ",-58.50%,128,-154,$864 ,"$54,256,921 ",-,20,2018,12,11
32,15,The Hurricane Heist,ENTMP,"$105,721 ",-89.80%,128,-2155,$826 ,"$6,007,678 ",$35 ,3,2018,12,11
33,27,Ferdinand,Fox,"$105,068 ",-36.70%,147,-22,$715 ,"$83,907,127 ",$111 ,15,2018,12,11
35,26,Star Wars: The Last Jedi,BV,"$102,020 ",-41.60%,150,-61,$680 ,"$619,967,829 ",$317 ,15,2018,12,11
36,24,A Fantastic Woman,SPC,"$95,511 ",-50.40%,121,-69,$789 ,"$1,694,772 ",-,8,2018,12,11
37,29,The Post,Fox,"$91,294 ",-31.10%,102,-57,$895 ,"$81,598,960 ",$50 ,14,2018,12,11
38,32,Maze Runner: The Death Cure,Fox,"$82,339 ",-20.10%,128,-19,$643 ,"$57,765,453 ",$62 ,9,2018,12,11
39,36,The 15:17 to Paris,WB,"$80,164 ",6.10%,146,-9,$549 ,"$36,080,186 ",$30 ,7,2018,12,11
40,45,Foxtrot,SPC,"$70,387 ",41.70%,26,14,"$2,707 ","$263,914 ",-,4,2018,12,11
41,30,Call Me by Your Name,SPC,"$67,147 ",-44.80%,61,-57,"$1,101 ","$17,881,321 ",-,18,2018,12,11
43,31,"I, Tonya",Neon,"$61,932 ",-49.10%,102,-58,$607 ,"$29,881,936 ",-,16,2018,12,11
44,43,Winchester,LGF,"$56,273 ",12.40%,90,-1,$625 ,"$25,060,919 ",-,8,2018,12,11
45,47,Oh Lucy!,FM,"$46,820 ",-4.00%,41,10,"$1,142 ","$188,835 ",-,4,2018,12,11
46,53,Leaning Into The Wind,Magn.,"$42,873 ",36.20%,24,12,"$1,786 ","$136,443 ",-,3,2018,12,11
47,44,BOMBSHELL: The Hedy Lamarr Story,Zeit.,"$42,866 ",-14.20%,28,2,"$1,531 ","$567,164 ",-,18,2018,12,11
48,38,Early Man,LGF,"$42,213 ",-39.20%,126,-18,$335 ,"$8,238,168 ",-,6,2018,12,11
49,33,Darkest Hour,Focus,"$41,480 ",-59.60%,62,-71,$669 ,"$56,402,780 ",-,18,2018,12,11
50,41,The Party (2017),RAtt.,"$41,347 ",-31.30%,70,-10,$591 ,"$670,481 ",-,6,2018,12,11
51,49,A Beautiful Planet,IMAX,"$41,042 ",2.70%,18,2,"$2,280 ","$13,653,030 ",-,100,2018,12,11
52,35,12 Strong,WB,"$40,163 ",-49.20%,95,-53,$423 ,"$45,483,468 ",-,10,2018,12,11
53,50,Itzhak,Greenwich,"$38,784 ",10.30%,26,7,"$1,492 ","$112,632 ",-,3,2018,12,11
54,17,Gringo,STX,"$36,234 ",-94.50%,117,-2197,$310 ,"$4,938,779 ",-,3,2018,12,11
55,48,Loveless (2018),SPC,"$31,378 ",-34.00%,46,3,$682 ,"$444,765 ",-,6,2018,12,11
56,37,Operation Red Sea,WGUSA,"$30,367 ",-59.10%,11,-17,"$2,761 ","$1,495,833 ",-,5,2018,12,11
57,39,Lady Bird,A24,"$29,454 ",-56.90%,46,-42,$640 ,"$48,912,443 ",-,21,2018,12,11
58,34,Phantom Thread,Focus,"$29,360 ",-69.00%,41,-51,$716 ,"$20,985,660 ",-,13,2018,12,11
61,42,Hostiles,ENTMP,"$22,056 ",-57.40%,50,-52,$441 ,"$29,756,103 ",-,14,2018,12,11
63,62,Film Stars Don't Die in Liverpool,SPC,"$17,721 ",38.30%,29,-9,$611 ,"$870,309 ",-,13,2018,12,11
64,63,Keep the Change,KL,"$17,425 ",40.00%,8,7,"$2,178 ","$71,213 ",-,2,2018,12,11
65,56,The Insult,Cohen,"$15,713 ",-21.50%,11,-3,"$1,428 ","$962,115 ",-,11,2018,12,11
67,58,Samson,PFR,"$14,807 ",-25.60%,36,2,$411 ,"$4,697,083 ",-,6,2018,12,11
69,64,Journey's End,Good Deed,"$14,275 ",21.00%,9,7,"$1,586 ","$30,060 ",-,2,2018,12,11
70,72,Ramen Heads,FB,"$12,289 ",73.50%,6,4,"$2,048 ","$23,390 ",-,2,2018,12,11
71,61,Monster Family,VPD,"$11,855 ",-8.40%,14,-,$847 ,"$127,259 ",-,7,2018,12,11
72,60,Goldstone,Lightyear,"$11,231 ",-17.40%,10,-4,"$1,123 ","$45,065 ",-,4,2018,12,11
73,59,Forever My Girl,RAtt.,"$10,206 ",-39.00%,25,-12,$408 ,"$16,312,087 ",$3.50 ,10,2018,12,11
75,71,Mary and the Witch's Flower,GK,"$8,055 ",11.80%,16,-,$503 ,"$2,402,615 ",-,10,2018,12,11
76,57,1945,Men.,"$8,020 ",-59.70%,8,-2,"$1,003 ","$444,590 ",-,21,2018,12,11
78,74,Claire's Camera,CGld,"$7,229 ",5.50%,3,2,"$2,410 ","$36,623 ",-,3,2018,12,11
79,54,The Princess and the Matchmaker,CJ,"$6,913 ",-67.80%,5,-1,"$1,383 ","$74,852 ",-,3,2018,12,11
80,82,In the Fade,Magn.,"$6,533 ",72.50%,12,2,$544 ,"$315,086 ",-,13,2018,12,11
82,78,Tehran Taboo,KL,"$6,440 ",13.40%,8,1,$805 ,"$64,327 ",-,6,2018,12,11
83,77,Eight Hours Don't Make a Day (2018 re-release),Jan.,"$6,351 ",8.00%,1,-,"$6,351 ","$16,002 ",-,2,2018,12,11
84,55,Detective Chinatown 2,WB,"$6,275 ",-70.60%,3,-5,"$2,092 ","$1,971,556 ",-,6,2018,12,11
85,73,The Young Karl Marx,Orch.,"$5,852 ",-15.30%,15,6,$390 ,"$103,236 ",-,5,2018,12,11
86,92,Island of Lemurs: Madagascar (IMAX),WB,"$5,630 ",204.00%,5,-,"$1,126 ","$11,200,359 ",-,208,2018,12,11
87,69,The Happys,Indic.,"$3,682 ",-52.20%,1,-1,"$3,682 ","$12,697 ",-,2,2018,12,11
88,68,In Between,FM,"$3,660 ",-54.00%,5,-,$732 ,"$102,037 ",-,12,2018,12,11
89,85,November (2018),Osci.,"$3,147 ",2.30%,6,-2,$525 ,"$16,287 ",-,5,2018,12,11
92,79,Faces Places,Cohen,"$2,755 ",-49.10%,10,-2,$276 ,"$940,997 ",-,25,2018,12,11
94,76,Under the Sea 3D,WB,"$2,215 ",-66.00%,6,-2,$369 ,"$35,775,008 ",-,476,2018,12,11
95,67,Agent Mr. Chan,CL,"$1,971 ",-78.70%,1,-2,"$1,971 ","$204,077 ",-,5,2018,12,11
96,75,Hubble 3D,WB,"$1,772 ",-73.00%,3,-4,$591 ,"$52,074,666 ",-,419,2018,12,11
97,99,Big Sonia,Argo.,"$1,523 ",23.50%,1,-,"$1,523 ","$192,202 ",-,19,2018,12,11
98,86,Mind Game (2017 re-release),GK,"$1,334 ",-56.20%,2,-1,$667 ,"$33,584 ",-,6,2018,12,11
99,103,Apocalypsis,Indic.,$904 ,11.30%,1,-1,$904 ,"$10,040 ",-,4,2018,12,11
100,97,Souvenir,Strand,$897 ,-28.20%,3,-,$299 ,"$8,934 ",-,4,2018,12,11
102,89,Deep Sea 3D (IMAX),WB,$800 ,-62.30%,4,3,$200 ,"$46,325,643 ",-,614,2018,12,11
103,105,Born to Be Wild (IMAX),WB,$768 ,20.90%,6,1,$128 ,"$25,657,203 ",-,364,2018,12,11
104,84,Our Blood is Wine,MBox,$634 ,-82.00%,1,-1,$634 ,"$12,416 ",-,3,2018,12,11
105,100,Ichi The Killer (2017 re-release),WGUSA,$625 ,-47.70%,1,-1,$625 ,"$19,666 ",-,20,2018,12,11
106,106,Double Lover,Cohen,$605 ,26.60%,2,1,$303 ,"$165,115 ",-,6,2018,12,11
107,113,The Divine Order,Zeit.,$502 ,422.90%,2,1,$251 ,"$73,954 ",-,22,2018,12,11
110,114,Legend of the Mountain (2017 re-release),KL,$111 ,22.00%,1,-,$111 ,"$4,887 ",-,8,2018,12,11
111,95,Western,CGld,$92 ,-93.90%,1,-2,$92 ,"$32,680 ",-,6,2018,12,11
112,90,The Sacrifice (2017 re-release),KL,$68 ,-96.60%,1,-,$68 ,"$60,657 ",-,23,2018,12,11
113,108,Did You Wonder Who Fired the Gun?,Ghop,$66 ,-83.30%,1,-1,$66 ,"$15,374 ",-,4,2018,12,11
3,2,Black Panther,BV,"$11,486,915 ",-32.80%,2988,-382,"$3,844 ","$650,923,549 ",-,7,2018,13,12
4,3,I Can Only Imagine,RAtt.,"$10,466,845 ",-23.10%,2648,395,"$3,953 ","$55,292,182 ",$7 ,3,2018,13,12
5,1,Pacific Rim Uprising,Uni.,"$9,370,405 ",-66.70%,3708,-,"$2,527 ","$45,836,225 ",$150 ,2,2018,13,12
6,4,Sherlock Gnomes,Par.,"$7,001,570 ",-34.00%,3662,-,"$1,912 ","$22,822,216 ",$59 ,2,2018,13,12
7,5,Tomb Raider,WB,"$4,922,048 ",-51.30%,2788,-1066,"$1,765 ","$50,715,273 ",$94 ,3,2018,13,12
8,6,A Wrinkle in Time,BV,"$4,842,624 ",-41.10%,2367,-1056,"$2,046 ","$83,399,038 ",-,4,2018,13,12
9,7,"Love, Simon",Fox,"$4,767,488 ",-37.30%,2024,-410,"$2,355 ","$32,108,320 ",$17 ,3,2018,13,12
10,8,"Paul, Apostle of Christ",Affirm,"$3,457,864 ",-33.20%,1473,-,"$2,347 ","$11,488,702 ",$5 ,2,2018,13,12
11,15,Isle Of Dogs,FoxS,"$2,943,366 ",81.70%,165,138,"$17,839 ","$6,057,822 ",-,2,2018,13,12
13,9,Game Night,WB (NL),"$2,511,676 ",-39.20%,1335,-531,"$1,881 ","$65,041,223 ",$37 ,6,2018,13,12
14,12,Peter Rabbit,Sony,"$2,121,583 ",-16.40%,1667,-404,"$1,273 ","$110,767,709 ",$50 ,8,2018,13,12
15,10,Midnight Sun,Global Road,"$1,822,313 ",-54.50%,2128,-45,$856 ,"$7,671,529 ",-,2,2018,13,12
16,11,Unsane,BST,"$1,450,575 ",-61.40%,1929,-94,$752 ,"$6,832,037 ",-,2,2018,13,12
17,17,The Death of Stalin,IFC,"$1,345,315 ",33.60%,484,343,"$2,780 ","$3,808,896 ",-,4,2018,13,12
19,13,Red Sparrow,Fox,"$718,609 ",-68.00%,508,-974,"$1,415 ","$45,679,149 ",$69 ,5,2018,13,12
20,20,The Greatest Showman,Fox,"$700,398 ",0.60%,764,286,$917 ,"$172,069,900 ",$84 ,15,2018,13,12
21,19,Jumanji: Welcome to the Jungle,Sony,"$678,717 ",-19.90%,783,-239,$867 ,"$402,769,456 ",$90 ,15,2018,13,12
22,14,Strangers: Prey at Night,Aviron,"$668,560 ",-67.60%,537,-944,"$1,245 ","$23,582,936 ",-,4,2018,13,12
24,18,Annihilation,Par.,"$345,895 ",-61.50%,243,-235,"$1,423 ","$32,158,866 ",$40 ,6,2018,13,12
25,16,Death Wish (2018),MGM,"$308,387 ",-74.70%,407,-897,$758 ,"$33,410,244 ",$30 ,5,2018,13,12
26,24,The Leisure Seeker,SPC,"$235,872 ",-18.90%,155,38,"$1,522 ","$1,068,778 ",-,9,2018,13,12
28,27,Raid (2018),Eros,"$102,089 ",-55.90%,79,-,"$1,292 ","$1,010,385 ",-,3,2018,13,12
29,26,The Shape of Water,FoxS,"$95,774 ",-63.40%,113,-134,$848 ,"$63,644,828 ",-,18,2018,13,12
