TW,LW,Title,Studio,Weekend Gross,% Change,Theater Count,Change,Average,Total Gross,Budget*,Week #,ith year,ith week,last ith week
75,74,The Guardians,MBox,"$2,834 ",-3.90%,5,-,$567 ,"$161,264 ",-,12,2018,29,28
76,90,Saving Brinton,BOP,"$2,686 ",182.10%,1,-,"$2,686 ","$43,791 ",-,28,2018,29,28
77,76,The Gospel According to André,Magn.,"$2,662 ",12.70%,4,-3,$666 ,"$388,163 ",-,9,2018,29,28
78,65,Disobedience,BST,"$2,489 ",-43.70%,7,-1,$356 ,"$3,493,541 ",-,13,2018,29,28
79,101,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,Magn.,"$2,446 ",702.00%,4,-,$612 ,"$164,526 ",-,11,2018,29,28
80,73,The Death of Stalin,IFC,"$2,445 ",-18.20%,3,-1,$815 ,"$8,040,993 ",-,20,2018,29,28
83,87,Ava,Ghop,"$1,568 ",12.80%,3,2,$523 ,"$15,615 ",-,13,2018,29,28
84,82,En el Septimo Dia (On the Seventh Day),CGld,"$1,527 ",-11.30%,3,-3,$509 ,"$60,337 ",-,7,2018,29,28
85,58,Milford Graves Full Mantis,CGld,"$1,500 ",-79.70%,1,-,"$1,500 ","$13,305 ",-,2,2018,29,28
86,60,Eating Animals,IFC,"$1,224 ",-82.60%,7,-8,$175 ,"$128,356 ",-,6,2018,29,28
87,85,Chappaquiddick,ENTMP,"$1,198 ",-26.50%,2,-1,$599 ,"$17,394,093 ",-,16,2018,29,28
88,84,Summer 1993,Osci.,"$1,168 ",-29.40%,4,-,$292 ,"$178,672 ",-,9,2018,29,28
89,95,Journey to the South Pacific,IMAX,"$1,073 ",108.80%,1,-,"$1,073 ","$7,634,577 ",-,243,2018,29,28
91,75,Let the Sunshine In,IFC,$578 ,-77.70%,2,-1,$289 ,"$864,565 ",-,13,2018,29,28
92,99,Hubble 3D,WB,$561 ,33.60%,2,1,$281 ,"$52,325,028 ",-,436,2018,29,28
94,66,"Westwood: Punk, Icon, Activist",Greenwich,$413 ,-90.30%,2,-6,$207 ,"$57,706 ",-,7,2018,29,28
96,97,The Day After,CGld,$350 ,-26.80%,1,-5,$350 ,"$23,941 ",-,11,2018,29,28
98,98,Wastelander,Indic.,$333 ,-23.10%,1,-,$333 ,"$69,072 ",-,19,2018,29,28
99,79,Araby,Ghop,$295 ,-84.70%,2,-1,$148 ,"$30,979 ",-,5,2018,29,28
100,91,Claire's Camera,CGld,$284 ,-61.60%,1,-,$284 ,"$83,418 ",-,20,2018,29,28
101,94,Bye Bye Germany,FM,$215 ,-64.00%,1,-1,$215 ,"$62,581 ",-,15,2018,29,28
2,2,Mamma Mia! Here We Go Again,Uni.,"$15,100,095 ",-56.80%,3514,197,"$4,297 ","$70,524,620 ",$75 ,2,2018,30,29
3,1,The Equalizer 2,Sony,"$14,020,017 ",-61.10%,3388,-,"$4,138 ","$64,251,362 ",$62 ,2,2018,30,29
4,3,Hotel Transylvania 3: Summer Vacation,Sony,"$12,253,640 ",-48.40%,4005,-262,"$3,060 ","$119,177,141 ",$80 ,3,2018,30,29
6,4,Ant-Man and the Wasp,BV,"$8,766,100 ",-46.90%,3013,-765,"$2,909 ","$183,490,227 ",-,4,2018,30,29
7,5,Incredibles 2,BV,"$7,257,113 ",-39.00%,2616,-548,"$2,774 ","$572,880,761 ",-,7,2018,30,29
8,7,Jurassic World: Fallen Kingdom,Uni.,"$6,729,735 ",-40.30%,2685,-696,"$2,506 ","$397,508,235 ",$170 ,6,2018,30,29
9,6,Skyscraper,Uni.,"$5,341,455 ",-53.00%,2773,-1049,"$1,926 ","$59,091,215 ",$125 ,3,2018,30,29
10,8,The First Purge,Uni.,"$2,215,400 ",-56.60%,1400,-931,"$1,582 ","$65,469,275 ",$13 ,4,2018,30,29
11,9,Unfriended: Dark Web,BH Tilt,"$1,470,910 ",-59.70%,1547,1,$951 ,"$7,364,340 ",$1 ,2,2018,30,29
12,10,Sorry to Bother You,Annapurna,"$1,373,791 ",-52.00%,802,-248,"$1,713 ","$13,275,212 ",-,4,2018,30,29
13,22,Blindspotting,LG/S,"$1,281,547 ",278.00%,523,509,"$2,450 ","$1,750,532 ",-,2,2018,30,29
14,17,Eighth Grade,A24,"$1,269,046 ",54.00%,158,125,"$8,032 ","$2,917,883 ",-,3,2018,30,29
15,14,Three Identical Strangers,Neon,"$1,196,412 ",-18.80%,433,101,"$2,763 ","$6,696,733 ",-,5,2018,30,29
16,15,Won't You Be My Neighbor?,Focus,"$704,445 ",-48.20%,464,-266,"$1,518 ","$20,048,382 ",-,8,2018,30,29
17,11,Sicario: Day of the Soldado,Sony,"$675,691 ",-64.10%,574,-874,"$1,177 ","$48,726,565 ",$35 ,5,2018,30,29
18,12,Ocean's 8,WB,"$635,839 ",-60.40%,518,-484,"$1,227 ","$137,293,754 ",$70 ,8,2018,30,29
19,13,Uncle Drew,LG/S,"$483,789 ",-67.90%,532,-705,$909 ,"$41,375,460 ",-,5,2018,30,29
20,16,Leave No Trace,BST,"$470,622 ",-49.00%,289,-72,"$1,628 ","$4,647,620 ",-,5,2018,30,29
21,21,Avengers: Infinity War,BV,"$406,008 ",-4.60%,292,-2,"$1,390 ","$677,562,086 ",-,14,2018,30,29
22,23,Don't Worry He Won't Get Far on Foot,Amazon,"$334,819 ",25.60%,266,204,"$1,259 ","$844,351 ",-,3,2018,30,29
24,20,Deadpool 2,Fox,"$278,968 ",-41.40%,267,-106,"$1,045 ","$317,677,822 ",$110 ,11,2018,30,29
25,18,Tag,WB (NL),"$278,875 ",-60.20%,308,-273,$905 ,"$53,548,050 ",$28 ,7,2018,30,29
27,25,Solo: A Star Wars Story,BV,"$151,889 ",-37.80%,165,-43,$921 ,"$212,730,648 ",$275 ,10,2018,30,29
29,26,Hereditary,A24,"$124,460 ",-48.00%,127,-74,$980 ,"$43,746,600 ",-,8,2018,30,29
30,28,RBG,Magn.,"$122,754 ",-33.40%,103,-15,"$1,192 ","$13,382,500 ",-,13,2018,30,29
33,33,A Quiet Place,Par.,"$113,058 ",11.50%,158,50,$716 ,"$187,954,270 ",$17 ,17,2018,30,29
34,30,The Fall of the American Empire,EOne,"$104,352 ",-18.70%,50,-11,"$2,087 ","$1,636,607 ",-,5,2018,30,29
35,34,McQueen,BST,"$83,461 ",-15.60%,5,1,"$16,692 ","$246,783 ",-,2,2018,30,29
36,29,Book Club,Par.,"$82,085 ",-51.90%,145,-96,$566 ,"$68,413,858 ",-,11,2018,30,29
37,27,Sanju,FIP,"$78,547 ",-64.80%,44,-68,"$1,785 ","$7,816,111 ",-,5,2018,30,29
38,35,The Cakemaker,Strand,"$67,649 ",-17.50%,34,-,"$1,990 ","$478,533 ",-,5,2018,30,29
40,43,Generation Wealth,Magn.,"$35,392 ",-1.20%,11,7,"$3,217 ","$93,905 ",-,2,2018,30,29
41,37,Adrift,STX,"$34,990 ",-53.30%,75,-56,$467 ,"$31,420,703 ",$35 ,9,2018,30,29
42,41,Life of the Party,WB (NL),"$33,268 ",-38.60%,72,-39,$462 ,"$52,834,545 ",-,12,2018,30,29
43,39,Yellow Submarine (2018 re-release),Abr.,"$32,183 ",-52.60%,40,-31,$805 ,"$770,606 ",-,4,2018,30,29
45,40,Hearts Beat Loud,G&S,"$27,377 ",-54.60%,49,-40,$559 ,"$2,323,237 ",-,8,2018,30,29
46,32,Whitney,RAtt.,"$27,198 ",-78.10%,39,-78,$697 ,"$2,907,931 ",-,4,2018,30,29
48,50,A Beautiful Planet,IMAX,"$21,184 ",-21.70%,6,-,"$3,531 ","$14,778,136 ",-,118,2018,30,29
49,45,Gauguin: Voyage to Tahiti,Cohen,"$17,338 ",-49.30%,10,-4,"$1,734 ","$138,293 ",-,3,2018,30,29
50,36,Soorma,Sony,"$17,156 ",-78.10%,18,-32,$953 ,"$382,104 ",-,3,2018,30,29
51,48,The Catcher Was a Spy,IFC,"$16,968 ",-45.20%,23,-13,$738 ,"$676,447 ",-,6,2018,30,29
52,54,Far from the Tree,IFC,"$14,560 ",-26.80%,3,1,"$4,853 ","$39,817 ",-,2,2018,30,29
53,49,Running for Grace,Blue Fox,"$14,186 ",-53.60%,3,-,"$4,729 ","$58,063 ",-,2,2018,30,29
54,44,The King (2018),Osci.,"$13,590 ",-61.90%,35,-7,$388 ,"$207,447 ",-,6,2018,30,29
55,46,Boundaries,SPC,"$12,702 ",-60.90%,30,-21,$423 ,"$665,969 ",-,6,2018,30,29
56,58,The Third Murder,FM,"$10,184 ",-4.60%,4,2,"$2,546 ","$30,025 ",-,2,2018,30,29
57,51,Show Dogs,Global Road,"$9,864 ",-62.00%,42,-41,$235 ,"$17,754,549 ",-,11,2018,30,29
58,67,Ryuichi Sakamoto: Coda,MUBI,"$9,416 ",105.50%,4,2,"$2,354 ","$65,977 ",-,4,2018,30,29
59,47,American Animals,Orch.,"$9,101 ",-71.80%,22,-18,$414 ,"$2,809,848 ",-,9,2018,30,29
61,42,Superfly,Sony,"$8,017 ",-84.10%,21,-64,$382 ,"$20,517,147 ",$16 ,7,2018,30,29
62,56,First Reformed,A24,"$8,006 ",-36.60%,10,-5,$801 ,"$3,438,849 ",-,11,2018,30,29
66,61,The Rider,SPC,"$5,898 ",-35.90%,15,-1,$393 ,"$2,361,611 ",-,16,2018,30,29
67,74,Woman Walks Ahead,A24,"$5,478 ",87.70%,3,-,"$1,826 ","$42,126 ",-,5,2018,30,29
68,84,En el Septimo Dia (On the Seventh Day),CGld,"$4,696 ",207.50%,4,1,"$1,174 ","$67,893 ",-,8,2018,30,29
70,63,Isle Of Dogs,FoxS,"$4,360 ",-43.70%,10,-2,$436 ,"$31,974,390 ",-,19,2018,30,29
71,65,Under the Tree,Magn.,"$3,954 ",-37.30%,8,1,$494 ,"$54,877 ",-,4,2018,30,29
72,53,Holy Hell (2018),Indic.,"$3,909 ",-81.80%,7,3,$558 ,"$29,009 ",-,2,2018,30,29
73,57,Wanda (2018 re-release),Jan.,"$3,875 ",-63.70%,1,-,"$3,875 ","$25,216 ",-,2,2018,30,29
74,60,Damsel,Magn.,"$3,440 ",-63.40%,9,-9,$382 ,"$293,094 ",-,6,2018,30,29
76,66,The Seagull,SPC,"$2,931 ",-50.80%,10,-6,$293 ,"$1,248,380 ",-,12,2018,30,29
77,85,Milford Graves Full Mantis,CGld,"$2,680 ",78.70%,2,1,"$1,340 ","$18,277 ",-,3,2018,30,29
78,52,Black Panther,BV,"$2,501 ",-90.20%,15,-139,$167 ,"$699,954,935 ",-,24,2018,30,29
81,64,Five Seasons: The Gardens of Piet Oudolf,Argo.,"$2,270 ",-70.60%,3,-4,$757 ,"$96,343 ",-,7,2018,30,29
82,69,Poor Boy,Indic.,"$2,260 ",-43.90%,4,-1,$565 ,"$22,993 ",-,3,2018,30,29
83,59,1945,Men.,"$2,085 ",-78.50%,3,-4,$695 ,"$789,147 ",-,39,2018,30,29
84,68,Mountain,Greenwich,"$2,066 ",-52.40%,4,-8,$517 ,"$360,508 ",-,12,2018,30,29
85,72,The Accidental Detective 2: In Action,CJ,"$2,016 ",-43.10%,1,-,"$2,016 ","$179,045 ",-,6,2018,30,29
86,77,The Gospel According to André,Magn.,"$1,753 ",-34.10%,6,2,$292 ,"$395,207 ",-,10,2018,30,29
87,101,Bye Bye Germany,FM,"$1,655 ",669.80%,2,1,$828 ,"$64,236 ",-,16,2018,30,29
88,81,The Desert Bride,Strand,"$1,608 ",-18.50%,2,1,$804 ,"$25,306 ",-,13,2018,30,29
89,83,Ava,Ghop,"$1,588 ",1.30%,2,-1,$794 ,"$17,458 ",-,14,2018,30,29
90,99,Araby,Ghop,"$1,232 ",317.60%,2,-,$616 ,"$32,401 ",-,6,2018,30,29
91,78,Disobedience,BST,$860 ,-65.40%,1,-6,$860 ,"$3,495,390 ",-,14,2018,30,29
92,89,Journey to the South Pacific,IMAX,$854 ,-20.40%,1,-,$854 ,"$7,635,749 ",-,244,2018,30,29
96,88,Summer 1993,Osci.,$548 ,-53.10%,1,-3,$548 ,"$179,713 ",-,10,2018,30,29
100,94,"Westwood: Punk, Icon, Activist",Greenwich,$372 ,-9.90%,2,-,$186 ,"$58,979 ",-,8,2018,30,29
102,90,Jet Trash,Indic.,$275 ,-72.20%,1,-,$275 ,"$22,466 ",-,14,2018,30,29
103,71,Itzhak,Greenwich,$218 ,-93.90%,1,-,$218 ,"$606,719 ",-,21,2018,30,29
104,96,The Day After,CGld,$209 ,-40.30%,1,-,$209 ,"$24,020 ",-,12,2018,30,29
107,92,Hubble 3D,WB,$188 ,-66.50%,2,-,$94 ,"$52,326,227 ",-,437,2018,30,29
108,75,The Guardians,MBox,$184 ,-93.50%,1,-4,$184 ,"$163,264 ",-,13,2018,30,29
109,82,Mrs. Hyde,Cartilage,$141 ,-92.80%,1,-,$141 ,"$17,107 ",-,14,2018,30,29
111,87,Chappaquiddick,ENTMP,$48 ,-96.00%,1,-1,$48 ,"$17,394,892 ",-,17,2018,30,29
1,1,Mission: Impossible - Fallout,Par.,"$35,323,815 ",-42.30%,4395,9,"$8,037 ","$124,811,186 ",$178 ,2,2018,31,30
4,2,Mamma Mia! Here We Go Again,Uni.,"$9,003,030 ",-40.40%,3359,-155,"$2,680 ","$91,247,580 ",$75 ,3,2018,31,30
5,3,The Equalizer 2,Sony,"$8,755,907 ",-37.50%,2725,-663,"$3,213 ","$79,812,172 ",$62 ,3,2018,31,30
6,4,Hotel Transylvania 3: Summer Vacation,Sony,"$8,004,571 ",-34.70%,3162,-843,"$2,531 ","$136,260,452 ",$80 ,4,2018,31,30
7,6,Ant-Man and the Wasp,BV,"$6,364,500 ",-27.40%,2233,-780,"$2,850 ","$195,645,935 ",-,5,2018,31,30
9,7,Incredibles 2,BV,"$4,980,232 ",-31.40%,1802,-814,"$2,764 ","$583,112,522 ",-,8,2018,31,30
10,5,Teen Titans Go! To The Movies,WB,"$4,776,775 ",-54.10%,3188,-,"$1,498 ","$20,701,332 ",$10 ,2,2018,31,30
11,8,Jurassic World: Fallen Kingdom,Uni.,"$3,956,735 ",-41.20%,1914,-771,"$2,067 ","$405,564,810 ",$170 ,7,2018,31,30
12,14,Eighth Grade,A24,"$2,850,892 ",124.60%,1084,926,"$2,630 ","$6,562,366 ",-,4,2018,31,30
14,9,Skyscraper,Uni.,"$2,247,685 ",-57.90%,1523,-1250,"$1,476 ","$64,477,850 ",$125 ,4,2018,31,30
15,15,Three Identical Strangers,Neon,"$1,008,176 ",-15.70%,405,-28,"$2,489 ","$8,434,105 ",-,6,2018,31,30
16,10,The First Purge,Uni.,"$930,325 ",-58.00%,708,-692,"$1,314 ","$67,758,405 ",$13 ,5,2018,31,30
17,12,Sorry to Bother You,Annapurna,"$802,152 ",-41.60%,404,-398,"$1,986 ","$14,908,754 ",-,5,2018,31,30
18,13,Blindspotting,LG/S,"$663,849 ",-48.20%,523,-,"$1,269 ","$3,176,335 ",-,3,2018,31,30
19,16,Won't You Be My Neighbor?,Focus,"$500,790 ",-28.90%,284,-180,"$1,763 ","$21,037,397 ",-,9,2018,31,30
20,17,Sicario: Day of the Soldado,Sony,"$364,345 ",-46.10%,216,-358,"$1,687 ","$49,436,735 ",$35 ,6,2018,31,30
23,18,Ocean's 8,WB,"$289,046 ",-54.50%,248,-270,"$1,166 ","$138,022,223 ",$70 ,9,2018,31,30
24,20,Leave No Trace,BST,"$270,776 ",-42.50%,169,-120,"$1,602 ","$5,206,333 ",-,6,2018,31,30
25,23,1991,EOne,"$266,882 ",-18.80%,83,-,"$3,215 ","$1,182,661 ",-,2,2018,31,30
26,21,Avengers: Infinity War,BV,"$253,846 ",-37.50%,205,-87,"$1,238 ","$678,070,679 ",-,15,2018,31,30
27,11,Unfriended: Dark Web,BH Tilt,"$223,945 ",-84.80%,208,-1339,"$1,077 ","$8,635,910 ",$1 ,3,2018,31,30
28,27,Solo: A Star Wars Story,BV,"$192,923 ",27.00%,200,35,$965 ,"$213,029,424 ",$275 ,11,2018,31,30
29,19,Uncle Drew,LG/S,"$191,864 ",-60.30%,202,-330,$950 ,"$41,878,680 ",-,6,2018,31,30
30,24,Deadpool 2,Fox,"$184,930 ",-33.70%,196,-71,$944 ,"$318,024,459 ",$110 ,12,2018,31,30
31,25,Tag,WB (NL),"$184,898 ",-33.70%,202,-106,$915 ,"$53,918,505 ",$28 ,8,2018,31,30
32,35,McQueen,BST,"$181,638 ",117.60%,34,29,"$5,342 ","$490,966 ",-,3,2018,31,30
33,22,Don't Worry He Won't Get Far on Foot,Amazon,"$149,222 ",-55.40%,177,-89,$843 ,"$1,210,229 ",-,4,2018,31,30
34,39,Puzzle,SPC,"$122,786 ",100.60%,16,11,"$7,674 ","$220,124 ",-,2,2018,31,30
36,30,RBG,Magn.,"$107,634 ",-12.30%,75,-28,"$1,435 ","$13,582,985 ",-,14,2018,31,30
38,29,Hereditary,A24,"$66,527 ",-46.50%,71,-56,$937 ,"$43,899,805 ",-,9,2018,31,30
39,34,The Fall of the American Empire,EOne,"$65,575 ",-37.20%,32,-18,"$2,049 ","$1,812,628 ",-,6,2018,31,30
40,38,The Cakemaker,Strand,"$54,527 ",-19.40%,32,-2,"$1,704 ","$575,742 ",-,6,2018,31,30
41,40,Generation Wealth,Magn.,"$50,883 ",43.80%,44,33,"$1,156 ","$169,052 ",-,3,2018,31,30
43,36,Book Club,Par.,"$47,867 ",-41.70%,91,-54,$526 ,"$68,531,103 ",-,12,2018,31,30
44,44,Scotty and the Secret History of Hollywood,Greenwich,"$46,321 ",64.60%,5,4,"$9,264 ","$83,196 ",-,2,2018,31,30
45,28,Detective Dee: The Four Heavenly Kings,WGUSA,"$42,295 ",-66.70%,20,-11,"$2,115 ","$226,683 ",-,2,2018,31,30
46,78,Black Panther,BV,"$37,389 ",1395.00%,25,10,"$1,496 ","$700,006,415 ",-,25,2018,31,30
47,43,Yellow Submarine (2018 re-release),Abr.,"$29,347 ",-8.80%,47,7,$624 ,"$827,974 ",-,5,2018,31,30
48,52,Far from the Tree,IFC,"$27,704 ",90.30%,14,11,"$1,979 ","$73,916 ",-,3,2018,31,30
49,47,Dark Money,PBS,"$26,525 ",9.00%,15,5,"$1,768 ","$94,148 ",-,4,2018,31,30
50,48,A Beautiful Planet,IMAX,"$24,919 ",17.60%,7,1,"$3,560 ","$14,911,397 ",-,119,2018,31,30
51,37,Sanju,FIP,"$24,199 ",-69.20%,16,-28,"$1,512 ","$7,883,041 ",-,6,2018,31,30
52,46,Whitney,RAtt.,"$21,051 ",-22.60%,29,-10,$726 ,"$2,949,002 ",-,5,2018,31,30
53,54,The King (2018),Osci.,"$16,353 ",20.30%,29,-6,$564 ,"$236,378 ",-,7,2018,31,30
54,61,Superfly,Sony,"$14,993 ",87.00%,37,16,$405 ,"$20,537,137 ",$16 ,8,2018,31,30
55,49,Gauguin: Voyage to Tahiti,Cohen,"$13,752 ",-20.70%,6,-4,"$2,292 ","$164,173 ",-,4,2018,31,30
56,83,1945,Men.,"$13,324 ",539.00%,11,8,"$1,211 ","$803,337 ",-,40,2018,31,30
57,45,Hearts Beat Loud,G&S,"$13,278 ",-51.50%,33,-16,$402 ,"$2,354,026 ",-,9,2018,31,30
59,57,Show Dogs,Global Road,"$11,950 ",21.10%,58,16,$206 ,"$17,793,501 ",-,12,2018,31,30
61,64,Custody,KL,"$9,246 ",41.80%,7,2,"$1,321 ","$62,870 ",-,6,2018,31,30
62,51,The Catcher Was a Spy,IFC,"$8,659 ",-49.00%,11,-12,$787 ,"$694,663 ",-,7,2018,31,30
63,60,"Love, Cecil",Zeit.,"$7,684 ",-12.40%,7,1,"$1,098 ","$85,688 ",-,-2,2018,31,30
64,56,The Third Murder,FM,"$7,515 ",-26.20%,6,2,"$1,253 ","$43,639 ",-,3,2018,31,30
65,58,Ryuichi Sakamoto: Coda,MUBI,"$7,297 ",-22.50%,4,-,"$1,824 ","$80,886 ",-,5,2018,31,30
66,63,The Captain,MBox,"$6,221 ",-17.80%,2,1,"$3,111 ","$19,035 ",-,2,2018,31,30
68,67,Woman Walks Ahead,A24,"$5,845 ",6.70%,6,3,$974 ,"$55,094 ",-,6,2018,31,30
69,108,The Guardians,MBox,"$5,163 ",2706.00%,3,2,"$1,721 ","$169,519 ",-,14,2018,31,30
70,55,Boundaries,SPC,"$5,152 ",-59.40%,11,-19,$468 ,"$679,634 ",-,7,2018,31,30
72,59,American Animals,Orch.,"$4,690 ",-48.50%,8,-14,$586 ,"$2,819,858 ",-,10,2018,31,30
73,70,Isle Of Dogs,FoxS,"$4,544 ",4.20%,7,-3,$649 ,"$31,982,248 ",-,20,2018,31,30
75,95,What Will People Say,KL,"$3,908 ",609.30%,1,-,"$3,908 ","$30,864 ",-,4,2018,31,30
76,69,Winning Formula,Indic.,"$3,876 ",-14.00%,4,-1,$969 ,"$13,391 ",-,2,2018,31,30
77,74,Damsel,Magn.,"$3,777 ",9.80%,13,4,$291 ,"$299,769 ",-,7,2018,31,30
78,79,Good Manners,Distrib.,"$3,285 ",32.70%,4,3,$821 ,"$8,062 ",-,2,2018,31,30
79,65,93Queen,Abr.,"$3,146 ",-50.10%,1,-,"$3,146 ","$26,801 ",-,2,2018,31,30
80,84,Mountain,Greenwich,"$2,867 ",38.80%,5,1,$573 ,"$364,429 ",-,13,2018,31,30
81,73,Wanda (2018 re-release),Jan.,"$2,771 ",-28.50%,2,1,"$1,386 ","$32,819 ",-,3,2018,31,30
82,66,The Rider,SPC,"$2,573 ",-56.40%,9,-6,$286 ,"$2,368,876 ",-,17,2018,31,30
83,82,Poor Boy,Indic.,"$2,332 ",3.20%,3,-1,$777 ,"$25,981 ",-,4,2018,31,30
85,86,The Gospel According to André,Magn.,"$2,020 ",15.20%,3,-3,$673 ,"$398,796 ",-,11,2018,31,30
86,72,Holy Hell (2018),Indic.,"$1,736 ",-55.60%,2,-5,$868 ,"$33,541 ",-,3,2018,31,30
87,109,Mrs. Hyde,Cartilage,"$1,518 ",976.60%,1,-,"$1,518 ","$18,627 ",-,15,2018,31,30
89,76,The Seagull,SPC,"$1,126 ",-61.60%,5,-5,$225 ,"$1,251,619 ",-,13,2018,31,30
90,81,Five Seasons: The Gardens of Piet Oudolf,Argo.,"$1,117 ",-50.80%,2,-1,$559 ,"$98,189 ",-,8,2018,31,30
91,80,Under the Sea 3D,WB,"$1,076 ",-53.10%,5,-,$215 ,"$35,950,860 ",-,495,2018,31,30
92,71,Under the Tree,Magn.,"$1,010 ",-74.50%,5,-3,$202 ,"$57,944 ",-,5,2018,31,30
93,107,Hubble 3D,WB,$984 ,423.40%,2,-,$492 ,"$52,327,376 ",-,438,2018,31,30
94,88,The Desert Bride,Strand,$948 ,-41.00%,1,-1,$948 ,"$27,450 ",-,14,2018,31,30
95,75,The Doctor from India,Zeit.,$866 ,-72.60%,1,-1,$866 ,"$53,407 ",-,16,2018,31,30
98,92,Journey to the South Pacific,IMAX,$602 ,-29.50%,1,-,$602 ,"$7,636,837 ",-,245,2018,31,30
99,90,Araby,Ghop,$571 ,-53.70%,1,-1,$571 ,"$32,972 ",-,7,2018,31,30
100,87,Bye Bye Germany,FM,$514 ,-68.90%,1,-1,$514 ,"$67,304 ",-,17,2018,31,30
101,89,Ava,Ghop,$440 ,-72.30%,1,-1,$440 ,"$17,898 ",-,15,2018,31,30
102,102,Jet Trash,Indic.,$402 ,46.20%,1,-,$402 ,"$22,967 ",-,15,2018,31,30
103,68,En el Septimo Dia (On the Seventh Day),CGld,$393 ,-91.60%,3,-1,$131 ,"$71,084 ",-,9,2018,31,30
104,77,Milford Graves Full Mantis,CGld,$297 ,-88.90%,1,-1,$297 ,"$21,800 ",-,4,2018,31,30
105,104,The Day After,CGld,$141 ,-32.50%,1,-,$141 ,"$24,337 ",-,13,2018,31,30
106,106,Filmworker,KL,$118 ,-37.60%,1,-,$118 ,"$96,734 ",-,13,2018,31,30
108,105,Born to Be Wild (IMAX),WB,$11 ,-94.70%,7,5,$2 ,"$25,740,034 ",-,383,2018,31,30
2,1,Mission: Impossible - Fallout,Par.,"$19,352,090 ",-45.20%,3888,-507,"$4,977 ","$161,319,374 ",$178 ,3,2018,32,31
3,2,Disney's Christopher Robin,BV,"$12,960,057 ",-47.30%,3602,-,"$3,598 ","$50,549,374 ",$75 ,2,2018,32,31
6,3,The Spy Who Dumped Me,LGF,"$6,462,612 ",-46.60%,3111,-,"$2,077 ","$24,422,997 ",$40 ,2,2018,32,31
7,4,Mamma Mia! Here We Go Again,Uni.,"$5,861,715 ",-34.90%,2812,-547,"$2,085 ","$103,870,915 ",$75 ,4,2018,32,31
8,5,The Equalizer 2,Sony,"$5,408,237 ",-38.20%,2373,-352,"$2,279 ","$89,554,165 ",$62 ,4,2018,32,31
9,6,Hotel Transylvania 3: Summer Vacation,Sony,"$5,210,815 ",-34.90%,2589,-573,"$2,013 ","$146,988,206 ",$80 ,5,2018,32,31
10,7,Ant-Man and the Wasp,BV,"$4,103,636 ",-35.50%,1863,-370,"$2,203 ","$203,573,980 ",-,6,2018,32,31
11,9,Incredibles 2,BV,"$3,429,388 ",-31.10%,1545,-257,"$2,220 ","$589,771,988 ",-,9,2018,32,31
13,8,The Darkest Minds,Fox,"$2,142,645 ",-63.30%,3127,-,$685 ,"$10,988,197 ",$34 ,2,2018,32,31
14,11,Jurassic World: Fallen Kingdom,Uni.,"$1,986,530 ",-49.80%,1237,-677,"$1,606 ","$409,656,475 ",$170 ,8,2018,32,31
15,10,Teen Titans Go! To The Movies,WB,"$1,824,852 ",-61.80%,1437,-1751,"$1,270 ","$25,601,396 ",$10 ,3,2018,32,31
16,12,Eighth Grade,A24,"$1,587,299 ",-44.30%,1084,-,"$1,464 ","$10,054,342 ",-,5,2018,32,31
