Name,STARmeter,Episodes,Known for
Ed Gilbert Thrust / Blitzwing / Superion / Shawn Berger / Ali / …  See more  Thrust / Blitzwing / Superion / Shawn Berger / Ali / Bank Robber / Jero / TV Presenter / Trooper Sullivan  See fewer,Members only,27.0,The Transformers: The Movie (1986)
Buster Jones Blaster / Chief Turan / Soldier / TV Dad  Blaster / Chief Turan / Soldier / TV Dad  See fewer,Members only,26.0,The Transformers: The Movie (1986)
Alan Oppenheimer Warpath / Beachcomber / Breakdown / Seaspray / Mayor / …  See more  Warpath / Beachcomber / Breakdown / Seaspray / Mayor / Dinsmore / Director / Robodoctor / Sir Aetheling the Red  See fewer,Members only,24.0,Westworld (1973)
Hal Rayle Snarl / Shrapnel / Skuxxoid / Sweep / Pipes / …  See more  Snarl / Shrapnel / Skuxxoid / Sweep / Pipes / Primacron / Quintesson Commander  See fewer,Members only,23.0,The Transformers: The Movie (1986)
Michael McConnohie Tracks / Cosmos / Brainwashed Robot / Chac / Jim Geddis  Tracks / Cosmos / Brainwashed Robot / Chac / Jim Geddis  See fewer,Members only,23.0,The Big O (1999)
Victor Caroli Narrator  Narrator  See fewer,Members only,22.0,The Transformers: The Movie (1986)
Stan Jones Scourge / Lord Zarak / Misfire / Pounce / Sweep / …  See more  Scourge / Lord Zarak / Misfire / Pounce / Sweep / Torkulon #2 / Weirdwolf  See fewer,Members only,19.0,Little Shop of Horrors (1986)
Charlie Adler Silverbolt / Triggerhappy / Duros / Dirk Manus / Guardian Prime / …  See more  Silverbolt / Triggerhappy / Duros / Dirk Manus / Guardian Prime / Nul-A / Pilot / Vorath  See fewer,Members only,18.0,Transformers: Dark of the Moon (2011)
Regis Cordic Menasor / Quintesson #1 / Doubt Quintesson / Judge Deliberata / Quintesson / …  See more  Menasor / Quintesson #1 / Doubt Quintesson / Judge Deliberata / Quintesson / Quintesson Commander / Quintesson Judge / Sharkticon  See fewer,Members only,18.0,The Transformers: The Movie (1986)
Philip L. Clarke Dead End / Tantrum / Abdul Fakkadi / Auggie Cahnay / Head Thug / …  See more  Dead End / Tantrum / Abdul Fakkadi / Auggie Cahnay / Head Thug / Kendo Sensei / Marty Minkler / Victor Drath / Zeta Prime  See fewer,Members only,17.0,Doom 3: Resurrection of Evil (2005)
Walker Edmiston Inferno / Aron's Father / Cowboys Gang Leader / Dr. Soji Yoshikawa / Lord Gyconi / Ranger Mike  Inferno / Aron's Father / Cowboys Gang Leader / Dr. Soji Yoshikawa / Lord Gyconi / Ranger Mike  See fewer,Members only,17.0,The Great Mouse Detective (1986)
Susan Blu Arcee / Marissa Faireborn / Beta / Cornpone's Wife / Karen Fishook / …  See more  Arcee / Marissa Faireborn / Beta / Cornpone's Wife / Karen Fishook / Michelle / Myra / Old Woman / Production Asst.  See fewer,Members only,16.0,The Transformers: The Movie (1986)
Aron Kincaid Sky Lynx / Dr. Mark Morgan / Allicon / Barbarian #1 / Klementia / …  See more  Sky Lynx / Dr. Mark Morgan / Allicon / Barbarian #1 / Klementia / Quintesson Guard / Sweep / Sweep #7  See fewer,Members only,15.0,The Ghost in the Invisible Bikini (1966)
John Moschitta Jr. Blurr / Punch / Blowpipe / Counterpunch  Blurr / Punch / Blowpipe / Counterpunch  See fewer,Members only,13.0,The Transformers: The Movie (1986)
Johnny Haymer Swindle / Vortex / Highbrow / Recoil / Caliburst  Swindle / Vortex / Highbrow / Recoil / Caliburst  See fewer,Members only,12.0,And Justice for All (1979)
Rob Paulsen Air Raid / Slingshot / Haywire / Chase / Fastlane  Air Raid / Slingshot / Haywire / Chase / Fastlane  See fewer,Members only,12.0,Animaniacs (1993)
Laurie Faso Skydive / Divebomb / Rampage / Orion Pax / Playback / Private Dixon  Skydive / Divebomb / Rampage / Orion Pax / Playback / Private Dixon  See fewer,Members only,12.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
Michael Horton Chip Chase / Teenager at Discotheque  Chip Chase / Teenager at Discotheque  See fewer,Members only,10.0,Star Trek: Insurrection (1998)
Arthur Burghardt Devastator  Devastator  See fewer,Members only,9.0,Network (1976)
Milton James Blast Off / Grax / Aimless / Plane Thief / Prime Nova / Stylor  Blast Off / Grax / Aimless / Plane Thief / Prime Nova / Stylor  See fewer,Members only,9.0,Ninja Scroll (1993)
Tony St. James Brawl / Blot / Cutthroat / Spasma  Brawl / Blot / Cutthroat / Spasma  See fewer,Members only,9.0,Roc (1991)
Terence McGovern Wildrider / Onslaught  Wildrider / Onslaught  See fewer,Members only,9.0,American Graffiti (1973)
David Mendenhall Daniel Witwicky  Daniel Witwicky  See fewer,Members only,9.0,God Bless America (2011)
Arlene Banas Carly / Carly Witwicky / Allegra / Ynara  Carly / Carly Witwicky / Allegra / Ynara  See fewer,Members only,8.0,The Tonight Show Starring Johnny Carson (1962)
Ron Gans Drag Strip  Drag Strip  See fewer,Members only,8.0,Pryde of the X-Men (1989)
Jeff MacKay Fireflight / Soldier  Fireflight / Soldier  See fewer,Members only,8.0,"Magnum, P.I. (1980)"
Peter Renaday Grapple / Lord Chumley / Professor Green  Grapple / Lord Chumley / Professor Green  See fewer,Members only,8.0,Assassin's Creed (2007)
Jered Barclay Cerebros / Dr. Gregory Swofford / Sinnertwin / Sinnertwin #2 / Wrist Timer  Cerebros / Dr. Gregory Swofford / Sinnertwin / Sinnertwin #2 / Wrist Timer  See fewer,Members only,7.0,War of the Satellites (1958)
Stephen Keener Scattershot / Hardhead / Mindwipe / Abominus / Fortress Maximus / …  See more  Scattershot / Hardhead / Mindwipe / Abominus / Fortress Maximus / Hun-Grr / Hun-Grrr / Hun-Grrr #1 / Hun-Grrr (robot mode) / Scorponok  See fewer,Members only,7.0,The Transformers (1984)
Tony Pope Wreck-Gar / A3 / Cat People / Inquirata / Lippo the Clown / …  See more  Wreck-Gar / A3 / Cat People / Inquirata / Lippo the Clown / Quintesson / Quintesson Engineer  See fewer,Members only,7.0,Akira (1988)
Wally Burr Dancitron Promoter / EDC Officer / Jazz / King Nergill / Museum Guard / …  See more  Dancitron Promoter / EDC Officer / Jazz / King Nergill / Museum Guard / Ratchet / Reporter / Thug #3 / Thundercracker  See fewer,Members only,6.0,The Transformers: The Movie (1986)
S. Marc Jordan Onslaught / Border Inspector  Onslaught / Border Inspector  See fewer,Members only,6.0,Soldier of Fortune II: Double Helix (2002)
Morgan Lofting Dr. Harding / Firestar / Joan the Archaeologist / Moonracer / Newscaster / …  See more  Dr. Harding / Firestar / Joan the Archaeologist / Moonracer / Newscaster / Oktober Guard / Reporter / Spectator  See fewer,Members only,6.0,Total Recall (1990)
Joe Leahy Razorclaw / Melkorr  Razorclaw / Melkorr  See fewer,Members only,6.0,Transformers: Five Faces of Darkness (1986)
Mona Marshall Aron / Aron's Mother / Grandmother / Hassan / Justin / …  See more  Aron / Aron's Mother / Grandmother / Hassan / Justin / Justin's Mother / Luisa / Marty / Prince Jumal / Zamojin Empress (past)  See fewer,Members only,5.0,South Park (1997)
Clive Revill Kickback  Kickback  See fewer,Members only,5.0,Star Wars: Episode V - The Empire Strikes Back (1980)
Denise Mora Nijika / Reporter / TV Daughter / Waitress / Woman / Zamojin Empress (present)  Nijika / Reporter / TV Daughter / Waitress / Woman / Zamojin Empress (present)  See fewer,Members only,5.0,Beasties (1991)
Steve Bulen Strafe / Sureshot / Onslaught / Peacemaker / Searchlight  Strafe / Sureshot / Onslaught / Peacemaker / Searchlight  See fewer,Members only,5.0,Ghost in the Shell (1995)
Ron Feinberg Headstrong / Aagar  Headstrong / Aagar  See fewer,Members only,5.0,Thunder and Lightning (1977)
Brad Garrett Trypticon  Trypticon  See fewer,Top 5000,5.0,Everybody Loves Raymond (1996)
Linda Gary Chromia / Disco Girl #2 / Fairy-tale princess / Talaria / Witch  Chromia / Disco Girl #2 / Fairy-tale princess / Talaria / Witch  See fewer,Members only,4.0,He-Man and She-Ra: The Secret of the Sword (1985)
Marshall Efron Hun-Grrr (beast mode) / Hun-Grrr #2 / Hun-Grrr (2nd head)  Hun-Grrr (beast mode) / Hun-Grrr #2 / Hun-Grrr (2nd head)  See fewer,Members only,4.0,Robots (2005)
Danny Mann Lightspeed / Cloudraker / Freeway / Spoilsport  Lightspeed / Cloudraker / Freeway / Spoilsport  See fewer,Members only,4.0,Babe (1995)
John Hostetter Ramhorn  Ramhorn  See fewer,Members only,4.0,Heartbreak Ridge (1986)
Bill Martin Broadside  Broadside  See fewer,Members only,4.0,Harry and the Hendersons (1987)
Jim Cummings Afterburner / Rippersnapper / Sharkticons  Afterburner / Rippersnapper / Sharkticons  See fewer,Top 5000,3.0,Christopher Robin (2018)
Jim Gosa Abominus  Abominus  See fewer,Members only,3.0,High Plains Drifter (1973)
David Workman Nosecone / Sinnertwin / Sinnertwin #1 / Sinnertwin (beast mode)  Nosecone / Sinnertwin / Sinnertwin #1 / Sinnertwin (beast mode)  See fewer,Members only,3.0,It Came from the Desert (1992)
Townsend Coleman Rewind / Martin  Rewind / Martin  See fewer,Members only,3.0,The Tick (1994)
Ted Schwartz Rodimus Prime / Tailgate  Rodimus Prime / Tailgate  See fewer,Members only,3.0,G.I. Joe (1985)
Hubert Gagnon Optimus Prime / Optimus Primus  Optimus Prime / Optimus Primus  See fewer,Members only,2.0,Project-M (2014)
Joy Grdnic Aerobics Instructor / EDC Officer / Nancy / Nimue  Aerobics Instructor / EDC Officer / Nancy / Nimue  See fewer,Members only,2.0,Time Walker (1982)
Samantha Newark Ariel / Elise Presser  Ariel / Elise Presser  See fewer,Members only,2.0,Jem (1985)
Roger Behr Runamuck / Runabout  Runamuck / Runabout  See fewer,Members only,2.0,Defending Your Life (1991)
Jerry Houser Sandstorm / Junkyard / Sweep  Sandstorm / Junkyard / Sweep  See fewer,Members only,2.0,Slap Shot (1977)
Bert Kramer Computron / EDC Officer  Computron / EDC Officer  See fewer,Members only,2.0,Volcano (1997)
Beau Weaver Octane  Octane  See fewer,Members only,2.0,Visionaries: Knights of the Magical Light (1987)
Marlene Aragon Elita-One  Elita-One  See fewer,Members only,1.0,Jem (1985)
Melendy Britt Alana  Alana  See fewer,Members only,1.0,He-Man and She-Ra: The Secret of the Sword (1985)
Laurie O'Brien Astoria Carlton-Ritz  Astoria Carlton-Ritz  See fewer,Members only,1.0,Harry and the Hendersons (1987)
Maurice LaMarche Six-Gun  Six-Gun  See fewer,Members only,1.0,Futurama (1999)
Bill Ratner Dashiell R. Faireborn / Flint  Dashiell R. Faireborn / Flint  See fewer,Members only,1.0,Mass Effect 2 (2010)
Michael Sheehan Roland  Roland  See fewer,Members only,1.0,Gremlins (1984)
Jason Janson Tommy Kennedy (1987)  Tommy Kennedy (1987)  See fewer,Members only,,The Transformers (1984)
